RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NC_015966,Rhodothermus marinus SG0.5JP17-172 chromosome,"Bacteria, Bacteroidetes, Bacteroidetes Order II. Incertae sedis, Rhodothermaceae, Rhodothermus","(3225240.0, 216.0)",,,,3225536,False,0.6441937092005794,"(196.88705325126648, 0.8429570198059082, 214.95450043678284)",10447,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP009694,"Francisella tularensis subsp. holarctica LVS, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(724349.0, 724788.0)",,,,1892177,False,0.3215048063685374,"(145.19972014427185, 0.998265266418457, 161.778386592865)",835054,10654.0,,,,,,,,,0.7139222788505949,0.286077721149405,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,,0.998909693694642,0.0010903063053581,,,,,,,,,0.5,0.5,,,,,,,,,True,False,,,,,,,,
NZ_CP015241,"Escherichia coli strain 2013C-4465 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(2164628.0, 2165005.0)",,,,5428937,False,0.5044552920765152,"(373.6892261505127, 1.598118543624878, 420.68091678619385)",2166479,2672081.0,1234603.0,,,,,,,,0.7082770310361274,0.3096848379509834,0.1045308507372716,,,,,,,,0.6428571428571429,0.2857142857142857,0.0714285714285714,,,,,,,,0.999215329561584,0.3674781591731473,0.0007846704384157,,,,,,,,0.4827586206896552,0.2758620689655172,0.2413793103448276,,,,,,,,True,False,False,,,,,,,
NC_022115,Rhodococcus erythropolis CCM2595,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Nocardiaceae, Rhodococcus","(6281186.0, 767.0)",,,,6281198,False,0.6245332498673024,"(403.3226478099823, 1.7361211776733398, 459.4903619289398)",6279904,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_020286,Synechocystis sp. PCC 6803,"Bacteria, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Synechocystis","(324164.0, 324830.0)",,,,3569561,True,0.477322841660361,"(258.7007312774658, 1.4642479419708252, 289.4787952899933)",1791046,1394667.0,21030.0,880034.0,532758.0,2740180.0,2207707.0,,,,0.3227398910508824,0.3198741960966372,0.3077517267832198,0.3028778985639327,0.2909731366591707,0.19842605046094,0.1246165266514162,,,,0.2,0.2,0.0571428571428571,0.2857142857142857,0.0857142857142857,0.0857142857142857,0.0857142857142857,,,,0.446791101724076,0.6881940168613401,0.5303980374925167,0.7157765528346552,0.7157765528346551,0.2524210085256773,0.2524210085256773,,,,0.3214285714285714,0.2142857142857142,0.1071428571428571,0.1071428571428571,0.0714285714285714,0.1428571428571428,0.0357142857142857,,,,False,False,False,False,False,False,False,,,
NC_022359,Vibrio alginolyticus NBRC 15630 = ATCC 17749 chromosome 2,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(428994.0, 430231.0)",,,,1812170,False,0.4465756523946428,"(112.08964538574219, 0.6293203830718994, 123.57156205177307)",431507,1651597.0,,,,,,,,,0.4111111111111111,0.2555555555555555,,,,,,,,,0.9,0.1,,,,,,,,,0.0,0.0,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,True,False,,,,,,,,
NZ_CP013347,"Paraburkholderia caribensis strain Bcrs1W chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia","(3606564.0, 3607009.0)",,,,3694000,False,0.6303145641580942,"(220.66699886322021, 0.9526393413543701, 242.28612995147705)",3668850,2696294.0,,,,,,,,,0.9663936086633984,0.0336063913366018,,,,,,,,,0.9,0.1,,,,,,,,,0.9991808259901944,0.0008191740098054,,,,,,,,,1.0,0.0,,,,,,,,,True,False,,,,,,,,
NZ_CP007272,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121179 genome.,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3954126.0, 3954503.0)",,,,4685848,False,0.521670784028846,"(292.85640239715576, 0.9316606521606445, 318.7425196170807)",3957005,,,,,,,,,,0.888782270693997,,,,,,,,,,1.0,,,,,,,,,,0.6663468120819909,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP007502,"Aggregatibacter actinomycetemcomitans HK1651, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Aggregatibacter","(1007152.0, 1007593.0)",,,,2105503,True,0.4437604695885021,"(103.67289638519287, 0.7681667804718018, 117.30637216567993)",2100608,311863.0,754942.0,995422.0,,,,,,,0.4841913896135958,0.4089924561251608,0.3116796353632861,0.1069416153125125,,,,,,,0.3448275862068966,0.3103448275862069,0.3103448275862069,0.0344827586206896,,,,,,,0.9993721983974378,0.6916735916923954,0.2437416975512705,0.0006278016025621,,,,,,,0.1428571428571428,0.1904761904761904,0.3809523809523809,0.2857142857142857,,,,,,,False,False,False,False,,,,,,
NZ_CP007494,"Bordetella holmesii ATCC 51541, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(1319487.0, 1320837.0)",,,,3699674,False,0.6268855039660252,"(263.0912673473358, 1.8045737743377686, 297.6919279098511)",1314952,1003480.0,1849.0,,,,,,,,0.6601673165651322,0.4295289028873297,0.2058457553302926,,,,,,,,0.5294117647058824,0.2352941176470588,0.2352941176470588,,,,,,,,0.8677568516561808,0.8866259243482638,0.1322431483438192,,,,,,,,0.5833333333333334,0.1666666666666666,0.25,,,,,,,,True,False,False,,,,,,,
NZ_CP004387,"Alcanivorax pacificus W11-5, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Alcanivoracaceae, Alcanivorax","(4168005.0, 38.0)",,,,4168427,False,0.6259848139358084,"(252.61287355422974, 1.5986638069152832, 287.44840145111084)",4157373,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP007444,"Dyella jiangningensis strain SBZ 3-12, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Dyella","(4427714.0, 4427962.0)",,,,5396991,True,0.6422549157484235,"(334.3179609775543, 1.1591076850891113, 358.9579803943634)",4333765,7413.0,,,,,,,,,0.7857142857142857,0.2142857142857142,,,,,,,,,0.5,0.5,,,,,,,,,1.0,0.0,,,,,,,,,0.8571428571428571,0.1428571428571428,,,,,,,,,True,False,,,,,,,,
NZ_CP021383,"Cellulosimicrobium cellulans strain PSBB019 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Promicromonosporaceae, Cellulosimicrobium","(1785606.0, 1786636.0)",,,,4799856,False,0.7414451600214673,"(283.32531356811523, 1.6883118152618408, 329.289178609848)",2026248,715112.0,74657.0,3172852.0,3984139.0,,,,,,0.4859150423826449,0.2057583795574288,0.1940706299757966,0.1798228485878375,0.0140849576173551,,,,,,0.4583333333333333,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.125,,,,,,0.9994117938146012,0.5756084720056198,0.2488785565940565,0.4144685457635125,0.0005882061853987,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,False,False,,,,,
NZ_CP011704,"Bordetella pertussis strain H787, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4106756.0, 4108479.0)",,,,4108479,True,0.677047880736399,"(285.95782494544983, 1.495802879333496, 319.28125047683716)",70148,3743667.0,3321979.0,578084.0,,,,,,,0.4323325903078993,0.3898569044945426,0.3576789865849925,0.1862300520271964,,,,,,,0.217391304347826,0.0869565217391304,0.3043478260869565,0.391304347826087,,,,,,,0.5796064665758718,0.9992808584111644,0.518689133668021,0.0007191415888356,,,,,,,0.5,0.0833333333333333,0.25,0.1666666666666666,,,,,,,False,False,False,False,,,,,,
NZ_CP014768,"Shigella sp. PAMC 28760 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella","(36271.0, 36648.0)",,,,4558287,False,0.5083521507092467,"(314.41062450408936, 1.7232167720794678, 360.6652636528015)",4527905,3405588.0,,,,,,,,,0.757403983896935,0.2530851080914759,,,,,,,,,0.9,0.1,,,,,,,,,0.6663295987496283,0.3651376772156043,,,,,,,,,0.7058823529411765,0.2941176470588235,,,,,,,,,True,False,,,,,,,,
NZ_CP015138,"Escherichia coli strain Ecol_732, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1821332.0, 1821709.0)",,,,5009900,False,0.5075065370566278,"(378.2483401298523, 2.3693313598632812, 430.4547538757324)",1819162,1368046.0,5009303.0,,,,,,,,0.7068446612297157,0.3953310062287747,0.1484666940816395,,,,,,,,0.6923076923076923,0.0769230769230769,0.2307692307692307,,,,,,,,0.9996548628100262,0.7519270846203903,0.0003451371899736,,,,,,,,0.4285714285714285,0.3571428571428571,0.2142857142857142,,,,,,,,True,False,False,,,,,,,
NZ_CP011581,"Enterobacter cloacae strain CAV1411, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(590423.0, 590796.0)",,,,4881003,False,0.5537177502246977,"(374.3308882713318, 2.2666308879852295, 422.0265784263611)",591972,1030974.0,1443536.0,,,,,,,,0.6504035125867612,0.3279315116566703,0.2500280523198085,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.6663620529117984,0.5595521107275865,0.4591750660503347,,,,,,,,0.4666666666666667,0.3333333333333333,0.2,,,,,,,,True,False,False,,,,,,,
NZ_CP012950,"Vibrio parahaemolyticus strain FORC_023 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(29805.0, 30278.0)",,,,3253462,False,0.453861455889142,"(199.28613471984863, 1.2324554920196533, 226.1627275943756)",13090,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP011061,"Escherichia coli str. Sanji, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4075081.0, 4075458.0)",,,,4891769,False,0.5072911251532932,"(262.3676550388336, 1.8123266696929932, 304.138605594635)",4076924,329.0,,,,,,,,,0.8052991544069763,0.1947008455930236,,,,,,,,,0.75,0.25,,,,,,,,,0.9992307965542624,0.0007692034457374,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,True,False,,,,,,,,
NZ_CP010257,"Bordetella pertussis strain I496, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4094990.0, 4096713.0)",,,,4096713,False,0.6770618298133162,"(243.50642800331116, 1.6036810874938965, 277.56185007095337)",70146,3477451.0,732489.0,2389170.0,,,,,,,0.5617699149961256,0.4854700351382402,0.2542948706352655,0.0924869541090716,,,,,,,0.2903225806451613,0.2903225806451613,0.2258064516129032,0.1935483870967742,,,,,,,0.8949871643432155,0.9994208581028928,0.2870781602928934,0.0005791418971072,,,,,,,0.5,0.1666666666666666,0.25,0.0833333333333333,,,,,,,True,False,False,False,,,,,,
NZ_CP014528,"Acinetobacter baumannii strain XH858, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(1.0, 670.0)",,,,4172609,False,0.3889118295052328,"(251.35742783546448, 1.619462490081787, 288.1083540916443)",264,1101018.0,,,,,,,,,0.83392277890668,0.1660772210933199,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.9993759922224326,0.0006240077775674,,,,,,,,,0.6842105263157895,0.3157894736842105,,,,,,,,,True,False,,,,,,,,
NZ_CP014241,"Bifidobacterium angulatum strain GT102, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(520783.0, 521340.0)",,,,2064639,False,0.592993254510837,"(133.01139092445374, 0.7005839347839355, 149.49860310554504)",525896,1230751.0,,,,,,,,,0.9547252973404916,0.0452747026595085,,,,,,,,,0.9,0.1,,,,,,,,,0.998658650642164,0.001341349357836,,,,,,,,,0.9655172413793104,0.0344827586206896,,,,,,,,,True,False,,,,,,,,
NZ_CP014049,"Vibrio vulnificus strain ATL 6-1306 chromosome 2, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2825262.0, 2825573.0)",,,,3236438,False,0.4664322319784899,"(212.69089245796204, 1.0677201747894287, 234.52838897705078)",2831905,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_LT897797,"Vibrio cholerae isolate Vibrio cholerae str. BC1071 genome assembly, chromosome: I.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2976473.0, 15.0)",,,,2976768,False,0.4778954893360853,"(209.98089909553528, 1.2334487438201904, 236.85208129882812)",4569,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP020857,"Cellulosimicrobium sp. TH-20 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Promicromonosporaceae, Cellulosimicrobium","(844742.0, 846247.0)",,,,4265546,True,0.746047516543017,"(203.89668250083923, 0.7460980415344238, 221.07339239120483)",785080,106554.0,3953918.0,1594538.0,2350234.0,3202293.0,,,,,0.7830828535321613,0.2608994907931116,0.2522635738983841,0.2257730029953134,0.0896935034795263,0.0169171464678386,,,,,0.15,0.35,0.35,0.05,0.05,0.05,,,,,0.999248560596484,0.6326984723793349,0.4067907216951523,0.6273190089859404,0.2190805104385791,0.0007514394035159,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,True,False,False,False,False,False,,,,
NZ_CP011758,"Bordetella pertussis strain J039, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4105725.0, 4107448.0)",,,,4107448,True,0.6770586018374426,"(191.1511070728302, 0.763469934463501, 207.91495394706726)",4103712,3478517.0,733522.0,,,,,,,,0.6572513588366514,0.4957581431193276,0.1669402695790851,,,,,,,,0.4285714285714285,0.3214285714285714,0.25,,,,,,,,0.9598493146051924,0.9991791912627448,0.0008208087372554,,,,,,,,0.5833333333333334,0.1666666666666666,0.25,,,,,,,,True,False,False,,,,,,,
NZ_CP018809,"Lactobacillus jensenii strain SNUV360 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(163417.0, 163880.0)",,,,1672949,False,0.3443798944259508,"(106.02553081512451, 0.5808393955230713, 116.3005440235138)",174796,1671736.0,,,,,,,,,0.7109483364059345,0.2890516635940655,,,,,,,,,0.7,0.3,,,,,,,,,0.9953450092178036,0.0046549907821964,,,,,,,,,0.4375,0.5625,,,,,,,,,True,False,,,,,,,,
NZ_CP020457,"Lactobacillus amylolyticus strain L6, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(209.0, 666.0)",,,,1422440,False,0.3845610359663676,"(56.677767753601074, 0.3095536231994629, 62.03382611274719)",193,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_015499,Thermodesulfobium narugense DSM 14796 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermodesulfobiaceae, Thermodesulfobium","(1381.0, 1609.0)",,,,1898865,False,0.3386623061671051,"(77.40891313552856, 0.41487574577331543, 84.4989116191864)",1193,1554324.0,1223063.0,832112.0,,,,,,,0.7204843342720766,0.2617103979531853,0.1680366770371827,0.1064955801713429,,,,,,,0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333,,,,,,,0.9996882969338768,0.5841508017026931,0.1854825801311559,0.0008592895336367,,,,,,,0.4117647058823529,0.1176470588235294,0.2352941176470588,0.2352941176470588,,,,,,,True,False,False,False,,,,,,
NZ_CP018421,"Acinetobacter baumannii strain XDR-BJ83, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(4010884.0, 4011552.0)",,,,4011552,False,0.3899839762765134,"(186.23863291740417, 0.8880667686462402, 202.75486397743225)",4002092,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_LT906469,"Mycobacterium terrae strain NCTC10856 genome assembly, chromosome: 1.","Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium terrae complex","(4531705.0, 4532317.0)",,,,4532317,False,0.6842654651031691,"(206.21673202514648, 0.9117867946624756, 227.62519812583923)",4496256,889976.0,,,,,,,,,0.7588938385033602,0.2411061614966397,,,,,,,,,0.7777777777777778,0.2222222222222222,,,,,,,,,0.9989037377323032,0.0010962622676968,,,,,,,,,0.5,0.5,,,,,,,,,True,False,,,,,,,,
NC_020937,Chlamydia trachomatis L1/440/LN complete genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(717301.0, 717597.0)",,,,1039261,False,0.4132965636158771,"(96.7030668258667, 0.45249390602111816, 105.13552188873291)",4,717322.0,,,,,,,,,0.4742779252407139,0.4161406246942746,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,0.6695870224753886,0.0016686273295771,,,,,,,,,0.5714285714285714,0.4285714285714285,,,,,,,,,False,True,,,,,,,,
NZ_CP018321,"Alteromonas macleodii strain Te101 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4629664.0, 207.0)",,,,4630082,False,0.4467668175207264,"(348.37527227401733, 2.1256535053253174, 396.11898016929626)",12292,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_LK028559,"Acholeplasma oculi genome assembly Acholeplasma oculi strain 19L, chromosome : 1.","Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1587041.0, 282.0)",,,,1587120,True,0.3129013559151167,"(117.46314072608948, 0.6338188648223877, 128.8925952911377)",39,271774.0,,,,,,,,,0.4642857142857142,0.2023809523809524,,,,,,,,,0.75,0.25,,,,,,,,,0.0,0.0,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,,True,False,,,,,,,,
NZ_CP017153,"Francisella tularensis subsp. tularensis strain NR-21734, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1889609.0, 1890041.0)",,,,1890041,False,0.3225083477025101,"(123.01280117034912, 0.6148467063903809, 135.2024028301239)",1077,1689906.0,1018868.0,646790.0,,,,,,,0.3424908424908425,0.1611721611721611,0.0879120879120879,0.075091575091575,,,,,,,0.6428571428571429,0.2142857142857142,0.0714285714285714,0.0714285714285714,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.3846153846153846,0.2692307692307692,0.1923076923076923,0.1538461538461538,,,,,,,False,False,False,False,,,,,,
NZ_LT906477,"Clostridium cochlearium strain NCTC13027 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2434587.0, 2435083.0)",,,,2435419,False,0.2865059359395652,"(206.39718627929688, 1.2402851581573486, 228.4759202003479)",2435046,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP021497,"Legionella endosymbiont of Polyplax serrata strain PsAG chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(325486.0, 326437.0)",,,,529746,False,0.2303122628580489,"(20.963486909866333, 0.13116168975830078, 22.812029600143433)",329837,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_022241,Salmonella enterica subsp. enterica serovar Bovismorbificans str. 3114 complete genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3941905.0, 3942282.0)",,,,4677483,False,0.5219195879493309,"(334.8414707183838, 1.971156120300293, 372.46257185935974)",3944778,264.0,,,,,,,,,0.5616161616161617,0.105050505050505,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.0,0.0,,,,,,,,,0.8666666666666667,0.1333333333333333,,,,,,,,,True,False,,,,,,,,
NC_020888,Thalassolituus oleivorans MIL-1 complete genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Thalassolituus","(3910428.0, 3910747.0)",,,,3920328,False,0.4662558847116874,"(298.5743854045868, 1.461815595626831, 330.0313811302185)",3919206,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP003949,"Rhodococcus opacus PD630, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus","(8376696.0, 481.0)",,,,8376953,False,0.6737333968568285,"(547.2300148010254, 2.927077054977417, 626.01171875)",21348,7623657.0,,,,,,,,,0.4111111111111111,0.2555555555555555,,,,,,,,,0.9,0.1,,,,,,,,,0.0,0.0,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,True,False,,,,,,,,
NZ_CP011419,"Streptococcus suis strain NSUI002, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1580.0, 1732.0)",,,,2255345,False,0.4108963373674537,"(190.6505811214447, 0.9614436626434326, 211.7755959033966)",2248043,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_013889,Thioalkalivibrio sp. K90mix chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Thioalkalivibrio","(1486.0, 1737.0)",,,,2744800,False,0.6587150247741184,"(111.50813293457031, 0.5548338890075684, 123.6266143321991)",2722444,273266.0,,,,,,,,,0.8020355535427193,0.1979644464572806,,,,,,,,,0.9090909090909092,0.0909090909090909,,,,,,,,,0.997015751537249,0.002984248462751,,,,,,,,,0.5,0.5,,,,,,,,,True,False,,,,,,,,
NC_018829,Bordetella bronchiseptica MO149,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(5090027.0, 5091817.0)",,,,5091817,False,0.6841335813914757,"(363.44410705566406, 2.2692606449127197, 419.04811334609985)",5086911,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP017314,"Bacillus subtilis strain BS38, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(4009779.0, 4010404.0)",,,,4010416,False,0.4359280932451895,"(228.27922940254211, 1.2733678817749023, 254.01746368408203)",2996,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_015185,Desulfurobacterium thermolithotrophum DSM 11699 chromosome,"Bacteria, Aquificae, Aquificales, Desulfurobacteriaceae, Desulfurobacterium","(2516.0, 2735.0)",,,,1541968,True,0.3494858518464715,"(108.91544556617737, 0.7051405906677246, 119.90857243537903)",5061,1216965.0,172972.0,436215.0,606073.0,864991.0,,,,,0.5478253624664123,0.3445190208900956,0.2876131828983391,0.1812724841308842,0.1664933845571411,0.0548861023140179,,,,,0.2307692307692307,0.4102564102564102,0.0769230769230769,0.0769230769230769,0.1794871794871795,0.0256410256410256,,,,,0.9989137531817304,0.5198523765518075,0.7514337131512506,0.3634460996075068,0.1130964224601058,0.0010862468182695,,,,,0.4137931034482758,0.1034482758620689,0.1034482758620689,0.0344827586206896,0.2068965517241379,0.1379310344827586,,,,,True,False,False,False,False,False,,,,
NZ_CP014866,"Pseudomonas aeruginosa strain PA_154197, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6444709.0, 6445233.0)",,,,6445239,False,0.6637842289479102,"(475.7649738788605, 2.7116754055023193, 545.8491563796997)",6437157,5883321.0,,,,,,,,,0.9155364599309964,0.0844635400690035,,,,,,,,,0.9,0.1,,,,,,,,,0.9987832928364676,0.0012167071635322,,,,,,,,,0.8478260869565217,0.1521739130434782,,,,,,,,,True,False,,,,,,,,
NC_016805,Leuconostoc mesenteroides subsp. mesenteroides J18 chromosome,"Bacteria, Firmicutes, Lactobacillales, Leuconostoc","(1895953.0, 115.0)",,,,1900740,False,0.37775182297421,"(127.71446108818054, 1.034242868423462, 142.74185395240784)",2128,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
