RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NC_007406,Nitrobacter winogradskyi Nb-255,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Nitrobacter","(114297.0, 114369.0)",,,,3402093,0.6204900924225175,261.51946902275085,232380,3301832.0,,,,,,,,,0.7142857142857143,0.2857142857142857,,,,,,,,,0.4285714285714285,0.5714285714285714,,,,,,,,,1.0,0.0,,,,,,,,,0.6645477775826008,-0.7721887476478715,,,,,,,,
NC_017470,Lactobacillus amylovorus GRL1118 chromosome,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1893968.0, 44.0)",,,,1894401,0.381476783426529,180.5089495182037,1893022,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP025545,"Brevibacillus laterosporus strain ZQ2 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Brevibacillus","(5207055.0, 5207640.0)","(1363.0, 1598.0)",,,5207640,0.4126928896774738,383.74380111694336,441,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_013791,Bacillus pseudofirmus OF4 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus","(1572719.0, 1573533.0)",,,,3858997,0.402673544446912,305.3635621070862,1225,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_023150,Rhodococcus pyridinivorans SB3094,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Nocardiaceae, Rhodococcus","(3535749.0, 3536335.0)",,,,5227080,0.6798457264859157,374.9182674884796,3325030,584617.0,1776070.0,4277798.0,4735886.0,2380833.0,1182550.0,,,,0.609375,0.15625,0.125,0.046875,0.03125,0.015625,0.015625,,,,0.21875,0.3125,0.25,0.09375,0.0625,0.03125,0.03125,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.9286666831148542,-0.999147633227932,-1.0154831453020965,-1.0037637019228365,-1.0004901722637929,-1.0185174312810237,-1.0185174312810237,,,
NC_020064,Serratia marcescens FGI94,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia","(4857997.0, 515.0)",,,,4858216,0.5886170973048543,393.8603916168213,4835869,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_008817,Prochlorococcus marinus str. MIT 9515,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1704005.0, 170.0)",,,,1704176,0.3079417853555032,110.02996039390564,1665828,853196.0,1111841.0,341591.0,465915.0,735262.0,,,,,0.3303571428571428,0.2276785714285714,0.1666666666666666,0.1339285714285714,0.0863095238095238,0.0550595238095238,,,,,0.2857142857142857,0.3333333333333333,0.1428571428571428,0.1428571428571428,0.0476190476190476,0.0476190476190476,,,,,0.375,0.3125,0.0,0.125,0.125,0.0625,,,,,-0.9443576074998364,-1.1025769789593882,-1.021456337166673,-1.0361020840954085,-1.0043864064877726,-1.0128079868563882,,,,
NC_011985,Agrobacterium radiobacter K84 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium","(4004860.0, 189.0)",,,,4005130,0.6033744223033959,299.0705335140228,3997131,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_016613,Vibrio sp. EJY3 chromosome chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(837.0, 1312.0)",,,,3478307,0.4503236775822261,300.1567015647888,3478286,1998895.0,,,,,,,,,0.7735294117647059,0.2264705882352941,,,,,,,,,0.9,0.1,,,,,,,,,0.6470588235294118,0.3529411764705882,,,,,,,,,1.0248759520004738,-1.029506050315402,,,,,,,,
NC_017100,Acetobacter pasteurianus IFO 3283-03,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acetobacter","(2896446.0, 2896814.0)",,,,2907287,0.5303755700761569,219.3659451007843,2902791,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_009484,Acidiphilium cryptum JF-5,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acidiphilium","(2731995.0, 2732262.0)",,,,3389227,0.6799273108587888,247.2447035312653,404664,3228099.0,1159164.0,2704983.0,1845643.0,674744.0,,,,,0.3761904761904762,0.2238095238095238,0.1285714285714285,0.1285714285714285,0.1,0.0428571428571428,,,,,0.0857142857142857,0.0857142857142857,0.1142857142857142,0.2571428571428571,0.2571428571428571,0.2,,,,,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,,,,,-1.3633750152687254,-1.0127361366598473,-1.0110043025492643,-1.0131024872050505,-1.0131024872050505,-1.027854405881972,,,,
NC_010400,Acinetobacter baumannii,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter","(3421650.0, 366.0)",,,,3421954,0.3919164313722511,242.835236787796,6957,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_013941,Escherichia coli O55:H7 str. CB9615 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4606596.0, 4606973.0)",,,,5386352,0.505230627333676,380.5449628829956,4608439,3683633.0,343.0,,,,,,,,0.6342592592592593,0.1898148148148148,0.1759259259259259,,,,,,,,0.75,0.0833333333333333,0.1666666666666666,,,,,,,,0.5185185185185185,0.2962962962962963,0.1851851851851851,,,,,,,,1.1828476461228403,-1.0049719858299264,-1.0089344841634658,,,,,,,
NC_015160,Odoribacter splanchnicus DSM 20712 chromosome,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Odoribacter","(4391929.0, 27.0)",,,,4392288,0.4335854115212846,304.38944840431213,3255316,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_011184,Vibrio fischeri MJ11 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Aliivibrio","(2904919.0, 312.0)",,,,2905029,0.3887341572149538,222.02412271499637,2904621,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_009708,Yersinia pseudotuberculosis IP 31758,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia","(4722947.0, 20.0)",,,,4723306,0.4753759337209997,256.3294155597687,4720305,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP017019,Moorella thermoacetica strain DSM 103132,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales,Thermoanaerobacteraceae, Moorella group, Moorella","(2975856.0, 2976077.0)","(1330.0, 1444.0)",,,2976077,0.5510327857780561,229.44232058525083,2118907,5671.0,,,,,,,,,0.5758928571428572,0.4241071428571428,,,,,,,,,0.4375,0.5625,,,,,,,,,0.7142857142857143,0.2857142857142857,,,,,,,,,2.014724239204841,-0.5052776722051222,,,,,,,,
NZ_CP011536,"Lactobacillus fermentum 3872, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1318.0, 1481.0)",,,,2297851,0.5074728518080589,156.30313897132874,2294287,801024.0,,,,,,,,,0.8071428571428572,0.1928571428571428,,,,,,,,,0.9,0.1,,,,,,,,,0.7142857142857143,0.2857142857142857,,,,,,,,,1.0601197195059369,-1.0081836716716213,,,,,,,,
NZ_CP009343,"Francisella philomiragia strain O#319-029, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1059817.0, 1060298.0)",,,,2040998,0.3257377028296941,152.17125749588013,1071040,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_021151,Salmonella enterica subsp. enterica serovar Typhimurium str. U288,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(4078685.0, 4079062.0)",,,,4852606,0.5218330109635936,360.23127794265747,4081558,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_019702,Synechococcus sp. PCC 7502 chromosome,"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(1106745.0, 1107382.0)",,,,3510253,0.4061975020034168,273.67618227005005,2783449,1358484.0,3317085.0,977137.0,687190.0,157715.0,1888994.0,1693660.0,2293082.0,,0.1991991991991992,0.1636636636636636,0.1416416416416416,0.1053553553553553,0.0918418418418418,0.0868368368368368,0.0783283283283283,0.069069069069069,0.064064064064064,,0.3243243243243243,0.2162162162162162,0.1351351351351351,0.054054054054054,0.054054054054054,0.081081081081081,0.081081081081081,0.027027027027027,0.027027027027027,,0.074074074074074,0.074074074074074,0.1111111111111111,0.1111111111111111,0.1481481481481481,0.1296296296296296,0.1296296296296296,0.1296296296296296,0.0925925925925925,,-1.0045062276786014,-1.0550954093977412,-1.045003158438324,-1.008236344454489,-1.0040966441091088,-1.0154055510510611,-1.0154055510510611,-1.0036710524197412,-1.0007978709593042,
NC_017121,Acetobacter pasteurianus IFO 3283-07,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acetobacter","(2895203.0, 2895571.0)",,,,2906044,0.530355011830516,251.6674609184265,2901547,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP002082,"Spiroplasma mirum ATCC 29335, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(1131696.0, 1132591.0)",,,,1132591,0.2941229446463904,94.79183864593506,29,1018438.0,,,,,,,,,0.75,0.25,,,,,,,,,0.9,0.1,,,,,,,,,0.6,0.4,,,,,,,,,1.006668015547251,-1.057162736750997,,,,,,,,
NZ_CP010050,"Lactococcus lactis subsp. lactis strain S0, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus","(1526.0, 1681.0)",,,,2488699,0.3522896903161049,183.25319862365723,8725,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_AP018254,"Calothrix sp. NIES-3974 DNA, complete genome.","Bacteria, Cyanobacteria, Nostocales, Rivulariaceae, Calothrix","(4826604.0, 4826901.0)",,,,5985875,0.4152620961847683,372.07423162460327,4728501,3711827.0,591071.0,1502276.0,2359722.0,983501.0,3099691.0,5963422.0,,,0.2323974555823645,0.1572713314323316,0.1517876727352489,0.1253564378153103,0.1102215398113621,0.0931125246764641,0.0673393288001754,0.0625137091467427,,,0.3617021276595745,0.1702127659574468,0.1489361702127659,0.1063829787234042,0.1276595744680851,0.0212765957446808,0.0212765957446808,0.0425531914893617,,,0.1030927835051546,0.1443298969072164,0.1443298969072164,0.1546391752577319,0.0927835051546391,0.1649484536082474,0.1134020618556701,0.0824742268041237,,,-1.004719868401975,-1.021691402147309,-1.0236503592488448,-1.0130640894746508,-1.0551800011832002,-1.0174699096469242,-1.001687571134469,-1.007028908103952,,
NZ_CP009354,"Vibrio tubiashii ATCC 19109 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, Vibrio oreintalis group","(3294061.0, 3294463.0)",,,,3294490,0.4505207179259916,256.25703501701355,2313,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_012442,Brucella melitensis ATCC 23457 chromosome 1I,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(1185305.0, 154.0)",,,,1185518,0.5734522799316417,89.37946462631226,1038199,638202.0,1177442.0,,,,,,,,0.4313725490196078,0.3627450980392157,0.2058823529411764,,,,,,,,0.5294117647058824,0.0588235294117647,0.4117647058823529,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,,,,,,,,-0.5347464898345864,-1.233356676093707,-1.019435785584048,,,,,,,
NZ_AP014862,"Pseudomonas pseudoalcaligenes KF707 = NBRC 110670 DNA, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas oleovorans/pseudoalcaligenes group","(1.0, 526.0)",,,,6183134,0.6554038777099122,470.57053422927856,6163010,5572473.0,1604068.0,2672592.0,,,,,,,0.6611111111111111,0.1555555555555555,0.0981481481481481,0.0851851851851851,,,,,,,0.6,0.2,0.0666666666666666,0.1333333333333333,,,,,,,0.7222222222222222,0.1111111111111111,0.1296296296296296,0.037037037037037,,,,,,,1.4146107950397375,-1.0347650943400497,-1.0096993622949926,-1.0676677724212214,,,,,,
NZ_CP016874,"Legionella pneumophila subsp. pneumophila strain FFI329, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(1840240.0, 1841000.0)",,,,3363658,0.3838579903188731,234.60246753692627,1841080,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_013716,Citrobacter rodentium ICC168,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Citrobacter","(4232914.0, 4233291.0)",,,,5346659,0.5472224804312376,363.5515611171722,4231816,3151899.0,160.0,,,,,,,,0.4058064516129032,0.3174193548387097,0.276774193548387,,,,,,,,0.28,0.36,0.36,,,,,,,,0.4516129032258064,0.3548387096774194,0.1935483870967742,,,,,,,,-0.5735995650333665,-0.935482931210882,-1.0823717388559233,,,,,,,
NZ_CP011217,"Streptococcus thermophilus strain SMQ-301, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1607.0, 1760.0)",,,,1861792,0.390744508516526,140.79864501953125,912,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_AP017968,"Fusobacterium varium Fv113-g1 DNA, complete genome.","Bacteria, Fusobacteria, Fusobacteriales, Fusobacteriaceae, Fusobacterium","(3964679.0, 370.0)",,,,3965155,0.2916930107398071,288.57743763923645,98,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_011094,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3959799.0, 3960176.0)",,,,4709075,0.521741318624146,334.1018300056457,3962670,123.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,1.1189320811917822,-1.0090247059506623,,,,,,,,
NC_017167,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1 chromosome,"Bacteria, Firmicutes, Bacilli, Bacillales, Alicyclobacillaceae, Alicyclobacillus","(1401.0, 1468.0)",,,,3124048,0.6152319042473099,217.6277086734772,3124036,1056627.0,,,,,,,,,0.7277777777777779,0.2722222222222222,,,,,,,,,0.9,0.1,,,,,,,,,0.5555555555555556,0.4444444444444444,,,,,,,,,0.9998290161366752,-1.1034336662412023,,,,,,,,
NZ_CP006711,"Bifidobacterium breve 12L, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2244307.0, 2244624.0)",,,,2244624,0.5886732031734491,158.40602350234985,2204699,208762.0,1357757.0,603486.0,816433.0,1834130.0,404260.0,,,,0.4780952380952381,0.1514285714285714,0.1076190476190476,0.0914285714285714,0.0838095238095238,0.0638095238095238,0.0238095238095238,,,,0.4761904761904761,0.1428571428571428,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,,,,0.48,0.16,0.12,0.12,0.04,0.08,0.0,,,,0.6358582800457979,-1.0155233776662742,-1.0396495983303753,-1.0257947910700524,-1.0147360171250996,-1.0100789524453022,-1.005496777755586,,,
NC_012560,Azotobacter vinelandii DJ,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Azotobacter","(5365065.0, 100.0)",,,,5365318,0.6567554802902642,403.42911028862,17876,4361590.0,,,,,,,,,0.8125,0.1875,,,,,,,,,0.625,0.375,,,,,,,,,1.0,0.0,,,,,,,,,1.0793182615820234,-1.0067988700118748,,,,,,,,
NC_002570,Bacillus halodurans C-125 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus","(4202339.0, 583.0)","(1934.0, 2102.0)",,,4202352,0.4368551230358618,301.5700013637543,2068,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_002945,Mycobacterium bovis AF2122/97,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,,4349904,0.6563259786882653,345.18995904922485,4349601,3854675.0,,,,,,,,,0.875,0.125,,,,,,,,,0.75,0.25,,,,,,,,,1.0,0.0,,,,,,,,,1.002040206528366,-1.0154831453020965,,,,,,,,
NC_018525,Pectobacterium carotovorum subsp. carotovorum PCC21 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Pectobacterium","(4820906.0, 4821295.0)",,,,4842771,0.5218376008281209,347.5524036884308,4824187,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP014257,"Legionella pneumophila subsp. pascullei strain D-7119, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(3375879.0, 3376636.0)",,,,3376636,0.3811894441686933,280.4490694999695,3375968,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_018700,Sinorhizobium meliloti Rm41,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium","(3285715.0, 3286119.0)",,,,3679105,0.6274710833205358,277.25440979003906,3274836,359803.0,2627579.0,,,,,,,,0.6136363636363636,0.3409090909090909,0.0454545454545454,,,,,,,,0.7272727272727273,0.1818181818181818,0.0909090909090909,,,,,,,,0.5,0.5,0.0,,,,,,,,1.1931496303136295,-1.0151586208253294,-1.0029566973442856,,,,,,,
NC_017540,Klebsiella pneumoniae KCTC 2242 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella","(4997031.0, 4997411.0)",,,,5259571,0.5755153794862737,381.793963432312,5124580,920196.0,,,,,,,,,0.91875,0.08125,,,,,,,,,0.9375,0.0625,,,,,,,,,0.9,0.1,,,,,,,,,0.9468009530844405,-1.0149944533673088,,,,,,,,
NZ_CP012020,"Methylophilus sp. TWE2, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Methylophilaceae, Methylophilus","(1511.0, 1778.0)",,,,3079044,0.4953898028089238,240.35167574882507,1210,280310.0,1323295.0,,,,,,,,0.5040485829959513,0.3259109311740891,0.1700404858299595,,,,,,,,0.6923076923076923,0.2307692307692307,0.0769230769230769,,,,,,,,0.3157894736842105,0.4210526315789473,0.2631578947368421,,,,,,,,0.7879456744134954,-0.9223988080652008,-1.0011152501940304,,,,,,,
NC_007759,Syntrophus aciditrophicus SB,"Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Syntrophus","(1529.0, 1698.0)",,,,3179300,0.5146003837322681,220.71976780891416,18854,545686.0,1066526.0,,,,,,,,0.5238095238095238,0.238095238095238,0.238095238095238,,,,,,,,0.7142857142857143,0.1428571428571428,0.1428571428571428,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,0.9920079734662606,-1.050862882823293,-1.050862882823293,,,,,,,
NC_020942,Chlamydia trachomatis E/SotonE8 high quality draft genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(726811.0, 727107.0)",,,,1048812,0.4128499673916774,99.14858484268188,726831,4.0,820804.0,,,,,,,,0.5568181818181819,0.2651515151515151,0.178030303030303,,,,,,,,0.75,0.1666666666666666,0.0833333333333333,,,,,,,,0.3636363636363636,0.3636363636363636,0.2727272727272727,,,,,,,,1.2140792805714993,-1.069389758378624,-1.0020355871559667,,,,,,,
NZ_CP020327,"Paenibacillus larvae subsp. pulvifaciens strain CCM 38, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(2062316.0, 2062852.0)",,,,4333246,0.4426554596715718,297.2507953643799,2073172,4333079.0,947354.0,,,,,,,,0.5816696914700544,0.3575317604355716,0.0607985480943738,,,,,,,,0.4736842105263157,0.4736842105263157,0.0526315789473684,,,,,,,,0.6896551724137931,0.2413793103448276,0.0689655172413793,,,,,,,,2.0450976055314483,-1.0767041275470008,-1.0148778305568635,,,,,,,
NZ_CP022340,"Enterococcus mundtii strain EMB156 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(3013897.0, 3014434.0)","(1336.0, 1532.0)",,,3014434,0.3849770802744395,250.84268450737,4681,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_004552,Chlamydophila abortus S26/3,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydophila","(1144232.0, 147.0)",,,,1144377,0.3986640766111168,83.35200095176697,1144242,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP007030,"Thioalkalimicrobium aerophilum AL3, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Thiomicrospira","(2158193.0, 65.0)",,,,2158359,0.4591219532987793,180.44550585746765,2155363,556521.0,1915968.0,,,,,,,,0.5965909090909092,0.2642045454545454,0.1392045454545454,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.375,0.4375,0.1875,,,,,,,,1.269052371239698,-1.084012232343988,-1.0011285882474867,,,,,,,
NZ_CP012958,"Aggregatibacter actinomycetemcomitans strain VT1169, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Aggregatibacter","(1918299.0, 1918740.0)",,,,2129092,0.4439089527366596,183.9901332855225,1761832,2043765.0,1144154.0,,,,,,,,0.521978021978022,0.3388278388278388,0.1391941391941392,,,,,,,,0.4285714285714285,0.5238095238095238,0.0476190476190476,,,,,,,,0.6153846153846154,0.1538461538461538,0.2307692307692307,,,,,,,,1.8014906455809292,-0.9282939595885552,-1.0113286790121885,,,,,,,
NC_016010,Xanthomonas axonopodis pv. citrumelo F1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1371.0, 1646.0)",,,,4967469,0.6491992199649359,394.51393151283264,4923029,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP022983,"Bacillus kochii strain BDGP4 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(2090211.0, 2091260.0)","(2088708.0, 2088863.0)",,,4557232,0.3685421325927668,353.34897017478943,2093883,4553950.0,,,,,,,,,0.7132352941176471,0.2867647058823529,,,,,,,,,0.75,0.25,,,,,,,,,0.6764705882352942,0.3235294117647059,,,,,,,,,1.022783997093529,-1.081096671831017,,,,,,,,
NC_011745,Escherichia coli ED1a chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4362439.0, 4362816.0)",,,,5209548,0.5073284668842671,414.3041019439697,4364290,3051678.0,,,,,,,,,0.7010869565217391,0.2989130434782608,,,,,,,,,0.75,0.25,,,,,,,,,0.6521739130434783,0.3478260869565217,,,,,,,,,1.043150636801644,-1.053586672842184,,,,,,,,
NC_007952,Burkholderia xenovorans LB400 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(3363377.0, 445.0)",,,,3363523,0.6283554475471106,233.32737231254575,12623,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP009283,"Paenibacillus sp. FSL R7-0273, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(7288335.0, 86.0)",,,,7288921,0.5189978050249139,518.9584760665894,1724,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
