RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_A_Occurance_oriC_0,G_A_Occurance_oriC_1,G_A_Occurance_oriC_2,G_A_Occurance_oriC_3,G_A_Occurance_oriC_4,G_A_Occurance_oriC_5,G_A_Occurance_oriC_6,G_A_Occurance_oriC_7,G_A_Occurance_oriC_8,G_A_Occurance_oriC_9,G_N_Occurance_oriC_0,G_N_Occurance_oriC_1,G_N_Occurance_oriC_2,G_N_Occurance_oriC_3,G_N_Occurance_oriC_4,G_N_Occurance_oriC_5,G_N_Occurance_oriC_6,G_N_Occurance_oriC_7,G_N_Occurance_oriC_8,G_N_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP018504,Brucella melitensis BwIM_SAU_09 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(2125782.0, 633.0)",,,,2125987,0.5715096094190604,"(115.1342420578003, 0.6876654624938965, 128.9925844669342)",1618722,2010584.0,45296.0,,,,,,,,0.65625,0.2831705043153723,0.140625,,,,,,,,0.375,0.5625,0.0625,,,,,,,,1.0,0.1570612378354658,0.0,,,,,,,,1.0,0.1631207794260233,0.0,,,,,,,,0.25,0.25,0.5,,,,,,,,-1.1538896060985293,-0.9988546931031036,-0.6127028382886606,,,,,,,
NZ_CP018301,Mycobacterium tuberculosis strain I0002801-4,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,,4376067,0.655859702330883,"(236.49502110481262, 1.1594340801239014, 273.7063105106354)",4375764,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP012351,"Cutibacterium acnes strain PA_21_1_L1 chromosome, complete genome.","Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Cutibacterium","(1748.0, 2218.0)",,,,2560354,0.6001045167972866,"(159.41116857528687, 0.7196156978607178, 181.10234689712524)",2559712,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP024159,"Pseudomonas mosselii strain PtA1 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5741684.0, 99.0)",,,,5742165,0.6441913459470426,"(324.6983187198639, 1.636991262435913, 371.85148215293884)",4719798,998513.0,5740962.0,,,,,,,,0.571590909090909,0.5297098358076932,0.3855113636363636,,,,,,,,0.25,0.0625,0.6875,,,,,,,,1.0,0.9749511341958784,0.0,,,,,,,,1.0,0.9722972999439856,0.0,,,,,,,,0.0363636363636363,0.109090909090909,0.8545454545454545,,,,,,,,-1.0309431486198426,-1.2727296924616935,1.8456484174086056,,,,,,,
NZ_CP012631,"Escherichia coli strain SF-173, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(5018133.0, 5018510.0)",,,,5059732,0.506267920909645,"(284.7617778778076, 1.4354808330535889, 322.4722592830658)",4264929,9503.0,,,,,,,,,0.668956043956044,0.331043956043956,,,,,,,,,0.2142857142857142,0.7857142857142857,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.4615384615384615,0.5384615384615384,,,,,,,,,-1.1254380862542048,1.142062636037062,,,,,,,,
NZ_CP017716,"Lactobacillus paracasei strain TK1501 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1378.0, 1549.0)",,,,2942538,0.4653734293320936,"(178.1640501022339, 0.839766263961792, 201.14044737815857)",2940639,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP012085,"Bordetella pertussis strain J010, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4105659.0, 4107382.0)",,,,4107382,0.6770556037884959,"(237.4180920124054, 1.202746868133545, 270.7085814476013)",732502,4103743.0,3480548.0,,,,,,,,0.625,0.2727610253423818,0.1220238095238095,,,,,,,,0.25,0.4285714285714285,0.3214285714285714,,,,,,,,1.0,0.0411510251610911,0.0,,,,,,,,1.0,0.0379883143036739,0.0,,,,,,,,0.25,0.5833333333333334,0.1666666666666666,,,,,,,,-1.0123144588852304,1.440590155204356,-1.0914076055858486,,,,,,,
NZ_CP013006,"Xanthomonas citri subsp. malvacearum strain XcmN1003 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(2748.0, 3799.0)",,,,5218607,0.6454201283982488,"(323.5384712219238, 1.4224708080291748, 370.22829008102417)",5151054,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP018512,Brucella melitensis BwIM_SYR_04 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(2126220.0, 633.0)",,,,2126425,0.571504285361581,"(114.22208857536316, 0.6086480617523193, 130.46654081344604)",1619141,2011063.0,45290.0,,,,,,,,0.65625,0.2831287085085505,0.140625,,,,,,,,0.375,0.5625,0.0625,,,,,,,,1.0,0.156977507039133,0.0,,,,,,,,1.0,0.163037326995069,0.0,,,,,,,,0.25,0.25,0.5,,,,,,,,-1.1538896060985293,-0.9984075431715864,-0.6127028382886606,,,,,,,
NZ_CP016163,"Enterococcus faecium strain ISMMS_VRE_11 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(330613.0, 330809.0)",,,,2823158,0.3802663542033425,"(143.7459375858307, 0.8967564105987549, 164.56769585609436)",362506,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP018846,"Pseudomonas putida strain AA7 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5809741.0, 5810324.0)",,,,6137024,0.6253418595071487,"(316.89577984809875, 1.7674572467803955, 367.5821306705475)",3238409,5980457.0,,,,,,,,,0.515625,0.484375,,,,,,,,,0.0625,0.9375,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.0,1.0,,,,,,,,,-1.5839643805401578,0.9832346137274556,,,,,,,,
NZ_CP010441,"Escherichia coli K-12 strain ER3445, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(41905.0, 42282.0)",,,,4607634,0.5080583657469322,"(210.7533359527588, 1.1409258842468262, 250.14754009246826)",4590930,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP010883,"Vibrio parahaemolyticus strain CHN25 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3408684.0, 3409157.0)",,,,3416467,0.4543524055698474,"(201.40405678749084, 0.9397637844085693, 230.29350686073303)",565,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_017333,Staphylococcus aureus subsp. aureus ST398,"Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus","(2872369.0, 516.0)","(1879.0, 2155.0)",,,2872582,0.3292205409627993,"(146.76245045661926, 0.9628300666809082, 169.23986196517944)",30775,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP013801,"Piscirickettsia salmonis strain PM22180B, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Piscirickettsia","(1.0, 653.0)",,,,3186151,0.3972655407731774,"(178.5803689956665, 1.025646448135376, 201.7028260231018)",1808,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP011759,"Bordetella pertussis strain J068, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4105711.0, 4107434.0)",,,,4107434,0.6770577445675329,"(257.0827331542969, 1.1458590030670166, 290.15865659713745)",732541,4103794.0,3480600.0,,,,,,,,0.625,0.2727593664452548,0.1220238095238095,,,,,,,,0.25,0.4285714285714285,0.3214285714285714,,,,,,,,1.0,0.0411476323700265,0.0,,,,,,,,1.0,0.0379850715062306,0.0,,,,,,,,0.25,0.5833333333333334,0.1666666666666666,,,,,,,,-1.0123144588852304,1.4405862151550168,-1.0914076055858486,,,,,,,
NZ_CP010827,"Corynebacterium singulare strain IBS B52218, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2829705.0, 2830477.0)",,,,2830519,0.601186920137261,"(171.38237261772156, 0.9608204364776611, 196.45041489601135)",1255513,2087436.0,4426.0,515632.0,2583703.0,,,,,,0.5495169082125604,0.3600402437866118,0.2880434782608695,0.2290631907073319,0.1725754805360389,,,,,,0.1111111111111111,0.1666666666666666,0.1666666666666666,0.5,0.0555555555555555,,,,,,1.0,0.5916694842165253,0.0,0.4086094732021034,0.1950008272805967,,,,,,1.0,0.594868302524125,0.0,0.4086094732021034,0.1981996455881965,,,,,,0.0869565217391304,0.0869565217391304,0.6521739130434783,0.0434782608695652,0.1304347826086956,,,,,,-1.2193603965308972,-1.0903400544730373,0.182898302105636,-1.1073374057492542,-1.0802452299461065,,,,,
NZ_CP019092,"Xanthomonas oryzae pv. oryzae strain MAI145 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(2639.0, 3706.0)",,,,4703977,0.639226127168564,"(252.1357147693634, 1.1964294910430908, 290.8956413269043)",2942565,1218265.0,4625284.0,425923.0,,,,,,,0.6,0.3544794565620681,0.325,0.1607110921867129,,,,,,,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.8,,,,,,,1.0,0.6765116457352653,0.0,0.2056415836512216,,,,,,,1.0,0.6747395138463403,0.0,0.2038694517622966,,,,,,,0.3333333333333333,0.0,0.5,0.1666666666666666,,,,,,,-1.0090435924411756,-1.2091482981096446,-0.6304595450673018,-2.0067047651659693,,,,,,
NC_013853,Streptococcus mitis B6,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2146400.0, 2146611.0)","(1363.0, 1520.0)",,,2146611,0.3997915784462112,"(125.05122423171997, 0.4480397701263428, 140.88654613494873)",2152,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_017456,Gardnerella vaginalis HMP9231 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Gardnerella","(1726230.0, 119.0)","(1728.0, 2152.0)",,,1726519,0.412296070880193,"(102.61718106269836, 0.5592186450958252, 116.05059337615967)",2433,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_004116,Streptococcus agalactiae 2603V/R,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2160171.0, 101.0)","(1464.0, 1617.0)",,,2160267,0.3564661220117698,"(124.10146903991699, 0.5866997241973877, 143.49411582946777)",2159489,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_003923,Staphylococcus aureus subsp. aureus MW2,"Bacteria, Firmicutes, Bacillales, Staphylococcus","(2820249.0, 516.0)","(1879.0, 2155.0)",,,2820462,0.3282958607490546,"(165.15552616119385, 0.75221848487854, 183.81786131858826)",8808,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_008533,Streptococcus pneumoniae D39,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2045904.0, 2046115.0)","(1363.0, 1520.0)",,,2046116,0.397060088479832,"(116.94868659973145, 0.826845645904541, 137.39240312576294)",1981,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP022133,"Idiomarina piscisalsi strain 10PY1A chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Idiomarinaceae, Idiomarina","(9253.0, 9641.0)",,,,2587498,0.4735995931204584,"(144.52661633491516, 0.9408564567565918, 160.12543630599976)",2342719,2587486.0,,,,,,,,,0.65,0.35,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.5,0.5,,,,,,,,,-1.0879836736457718,1.0692704496889378,,,,,,,,
NZ_HG326223,"Serratia marcescens subsp. marcescens Db11, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia","(4402170.0, 4402549.0)",,,,5113802,0.5951163146324399,"(292.5419063568115, 1.6118898391723633, 344.5484609603882)",4401095,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP017440,"Escherichia coli O157:H7 strain 3384 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,,5438591,0.5051874649150856,"(327.47811627388, 1.585787057876587, 373.90179443359375)",5435855,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP018254,"Acinetobacter baumannii strain AF-401 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(1.0, 670.0)",,,,4250048,0.3907137048805096,"(232.43681526184082, 1.6596972942352295, 273.8469731807709)",1863145,1100061.0,4241133.0,,,,,,,,0.6060606060606061,0.3720573958433497,0.3156565656565656,,,,,,,,0.0909090909090909,0.0909090909090909,0.8181818181818182,,,,,,,,1.0,0.5878547744982022,0.0,,,,,,,,1.0,0.5872434957438833,0.0,,,,,,,,0.3333333333333333,0.2222222222222222,0.4444444444444444,,,,,,,,-1.014836637773316,-1.123893711225682,1.0578638883641618,,,,,,,
NZ_CP023630,Mycobacterium tuberculosis strain MDRMA2441 chromosome,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,,4411454,0.6561448900974599,"(210.201824426651, 1.5268714427947998, 256.6696066856384)",3903501,4411150.0,,,,,,,,,0.5625,0.4375,,,,,,,,,0.25,0.75,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.0,1.0,,,,,,,,,-1.0166201073546886,1.2311748322915097,,,,,,,,
NZ_CP014943,"Colwellia sp. PAMC 21821 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Colwellia","(1969292.0, 1969701.0)",,,,4884300,0.3855895420019245,"(283.1821312904358, 0.6527440547943115, 325.4675223827362)",4877758,271658.0,1970905.0,,,,,,,,0.6250000000000001,0.5219188966595343,0.2827380952380952,,,,,,,,0.1666666666666666,0.0833333333333333,0.75,,,,,,,,1.0,0.8593139837952591,0.0,,,,,,,,1.0,0.8593139837952591,0.0,,,,,,,,0.3333333333333333,0.2857142857142857,0.3809523809523809,,,,,,,,-1.023993364965721,-1.1904352515005796,1.0661596247730445,,,,,,,
NZ_LT605586,Brucella sp. 141012304 genome assembly,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(1090781.0, 1091149.0)",,,,1296428,0.5706232818174245,"(81.40051817893982, 0.5457029342651367, 92.32750034332275)",1088247,869365.0,3090.0,,,,,,,,0.3571428571428571,0.2857142857142857,0.1572086460154003,,,,,,,,0.1428571428571428,0.4285714285714285,0.4285714285714285,,,,,,,,0.0,1.0,0.2002631554901728,,,,,,,,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,,,,,,,,-1.2479823804537402,-1.004675486971186,-1.2375895726486787,,,,,,,
NZ_CP011859,Riemerella anatipestifer strain HXb2,"Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales,Flavobacteriaceae, Riemerella","(1011248.0, 1011990.0)",,,,2425237,0.3496849998577458,"(141.58219528198242, 0.8196840286254883, 162.4958918094635)",1004249,782319.0,354878.0,2411433.0,,,,,,,0.6022662233185329,0.5035078462933529,0.350086392781134,0.1486928104575163,,,,,,,0.5,0.0555555555555555,0.0555555555555555,0.3888888888888889,,,,,,,0.5855354815094255,1.0,0.6885287844889086,0.0,,,,,,,1.0,0.782005241382562,0.3621435840212484,0.0,,,,,,,0.3235294117647059,0.1764705882352941,0.2941176470588235,0.2058823529411764,,,,,,,-0.4432209472692874,-1.0881336311464536,-1.192819267990208,-0.7789278834331326,,,,,,
NZ_CP013910,"Deinococcus actinosclerus strain BM2, complete genome.","Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1375.0, 1733.0)",,,,3264334,0.7059914824892306,"(186.2670407295227, 1.113321304321289, 215.76550769805908)",1610085,190948.0,,,,,,,,,0.725,0.025,,,,,,,,,0.9,0.1,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,-1.0000590032084864,-0.9967967027172816,,,,,,,,
NZ_CP011319,"Janthinobacterium sp. 1_2014MBL_MicDiv, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium","(6338836.0, 6339705.0)",,,,6453540,0.6363324624934532,"(366.9927258491516, 1.662515640258789, 423.6359372138977)",3342975,6170386.0,,,,,,,,,0.5804093567251463,0.4195906432748538,,,,,,,,,0.1111111111111111,0.8888888888888888,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2105263157894736,0.7894736842105263,,,,,,,,,-1.0504070673550514,1.0246403027116686,,,,,,,,
NZ_CP018783,"Curtobacterium pusillum strain AA3 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Curtobacterium","(2414065.0, 2414548.0)",,,,3973750,0.7087325574079899,"(231.84787559509277, 1.105527400970459, 261.877596616745)",246744,664961.0,3748213.0,948667.0,2459295.0,3034929.0,1748740.0,,,,0.5441176470588236,0.4911702064697539,0.4320972813091196,0.4106267354914766,0.2647058823529412,0.2295976191473411,0.2202525847546419,,,,0.1764705882352941,0.1764705882352941,0.0294117647058823,0.0294117647058823,0.0588235294117647,0.2647058823529412,0.2647058823529412,,,,1.0,0.9666181769454656,0.7318416214417686,0.805531234988911,0.0,0.3268422971182115,0.3512535217505357,,,,1.0,0.9686508842276678,0.7318416214417686,0.8075639422711132,0.0,0.3268422971182115,0.3532862290327379,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1.1901202280977723,-1.209112169482767,-1.3588833276945478,-1.5037611429037467,-1.0359141557738012,-1.2177229722223528,-1.188580949618361,,,
NZ_CP015202,"Pseudomonas putida B6-2 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(558079.0, 558821.0)",,,,6377271,0.6155650277367859,"(355.43314146995544, 1.4246835708618164, 412.8711853027344)",4541375,5632746.0,6377260.0,822570.0,,,,,,,0.5284958871915394,0.4352218970899325,0.2216957838420284,0.1286721504112808,,,,,,,0.0869565217391304,0.3043478260869565,0.391304347826087,0.217391304347826,,,,,,,1.0,0.488216329774887,0.1390865586393339,0.0,,,,,,,1.0,0.4888639730384271,0.1401760126864766,0.0,,,,,,,0.027027027027027,0.4594594594594595,0.2162162162162162,0.2972972972972973,,,,,,,-1.4172485811046391,0.1979711655454907,-1.294746215266562,-1.129800011062278,,,,,,
NZ_CP016645,Neisseria meningitidis strain M12752,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales,Neisseriaceae, Neisseria","(240933.0, 241405.0)",,,,2173879,0.5173268613386486,"(127.09416007995605, 0.7146954536437988, 145.4092559814453)",1130667,211797.0,2165999.0,,,,,,,,0.5250626566416039,0.4626311171532691,0.1422305764411027,,,,,,,,0.0526315789473684,0.4736842105263157,0.4736842105263157,,,,,,,,1.0,0.2602820879818766,0.0,,,,,,,,1.0,0.2594153129620269,0.0,,,,,,,,0.0476190476190476,0.8571428571428571,0.0952380952380952,,,,,,,,-1.4801664883577514,2.129924857844807,-0.3239912421176341,,,,,,,
NZ_CP007742,Brucella pinnipedialis strain 6/566 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(383276.0, 383643.0)",,,,1191996,0.5736730660170001,"(74.3263463973999, 0.4044935703277588, 84.40916609764099)",379985,,,,,,,,,,0.25,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.9998335300834158,,,,,,,,,
NZ_CP024911,"Acinetobacter baumannii strain AB307-0294 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(3758920.0, 94.0)",,,,3759495,0.3904463232428823,"(210.80642461776733, 1.160386085510254, 243.45676469802856)",3750131,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.9996740137809056,,,,,,,,,
NZ_CP011073,"Bacteroides fragilis strain BOB25, complete genome.","Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides","(2587122.0, 2588378.0)",,,,5282232,0.4318763356096438,"(319.24139761924744, 1.3851513862609863, 362.522141456604)",5012861,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_014011,Aminobacterium colombiense DSM 12261 chromosome,"Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Aminobacterium","(1980344.0, 140.0)","(1470.0, 1696.0)",,,1980592,0.4530685774758254,"(123.17906212806702, 0.661299467086792, 138.91280150413513)",1774678,1979906.0,,,,,,,,,0.6860795454545454,0.3139204545454546,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.5625,0.4375,,,,,,,,,-1.1589138590829915,1.0574038130250842,,,,,,,,
NZ_CP016659,Neisseria meningitidis strain M22801,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales,Neisseriaceae, Neisseria","(1936301.0, 1936773.0)",,,,2172426,0.51729402980815,"(132.34558510780334, 0.9959039688110352, 150.93186140060425)",1965904,9992.0,,,,,,,,,0.85,0.15,,,,,,,,,0.5,0.5,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.9,0.1,,,,,,,,,-0.9176117360721092,-0.1588697403516248,,,,,,,,
NZ_CP009448,"Achromobacter xylosoxidans C54, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Achromobacter","(6100561.0, 6103073.0)",,,,6131060,0.6799365851908153,"(366.0814516544342, 1.7269470691680908, 419.0241882801056)",6069255,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.9996740137809056,,,,,,,,,
NZ_CP011694,"Bordetella pertussis strain H346, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4108885.0, 4110608.0)",,,,4110608,0.6770285563595458,"(250.6147222518921, 1.1775603294372559, 286.9007353782654)",579132,70125.0,3325121.0,3744749.0,,,,,,,0.6249999999999999,0.4185551945802923,0.3662094092087251,0.0393518518518518,,,,,,,0.3333333333333333,0.3333333333333333,0.2592592592592592,0.074074074074074,,,,,,,1.0,0.4212764941434896,0.4771026475383555,0.0,,,,,,,1.0,0.4196109508443461,0.4784757300372858,0.0,,,,,,,0.1666666666666666,0.5,0.25,0.0833333333333333,,,,,,,-1.110576679544254,1.0012845687049976,-1.0681896017182366,-0.9989174555341748,,,,,,
NZ_CP010965,"Bordetella pertussis strain H321, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4077673.0, 4079396.0)",,,,4079396,0.6770813620447733,"(236.7586691379547, 1.3264877796173096, 269.5456027984619)",578082,3321990.0,4021996.0,,,,,,,,0.6275862068965518,0.3006400921181126,0.2370689655172413,,,,,,,,0.3103448275862069,0.2413793103448276,0.4482758620689655,,,,,,,,1.0,0.3286046317671181,0.0,,,,,,,,1.0,0.3325764263605049,0.0,,,,,,,,0.2,0.3,0.5,,,,,,,,-1.066217601007475,-1.00051268166998,0.952945390610816,,,,,,,
