RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP015243,"Halotalea alkalilenta strain IHB B 13600 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halotalea","(585350.0, 585777.0)",,,,4387428,0.6431421780596741,"(335.06618452072144, 2.174210548400879, 376.5015769004822)",526219,4387320.0,,,,,,,,,0.7884565052834601,0.2115434947165397,,,,,,,,,0.7,0.3,,,,,,,,,0.998702849183714,0.0012971508162858,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,1.0021926676339517,-1.0512967085046805,,,,,,,,
NZ_CP009769,"Pectobacterium carotovorum subsp. brasiliense strain BC1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Pectobacterium","(4855327.0, 4855716.0)",,,,4920350,0.5183789771052872,"(290.675359249115, 1.8099439144134521, 329.8973038196564)",4852162,427145.0,,,,,,,,,0.8734892689345043,0.1265107310654956,,,,,,,,,0.9,0.1,,,,,,,,,0.9982455845812908,0.0017544154187092,,,,,,,,,0.7222222222222222,0.2777777777777778,,,,,,,,,1.064540333905437,-1.009967186656099,,,,,,,,
NZ_CP002701,"Buchnera aphidicola str. G002 (Myzus persicae), complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Buchnera","(643241.0, 196.0)",,,,643517,0.2543988736894285,"(50.205628633499146, 0.4376976490020752, 56.07451558113098)",635711,361814.0,,,,,,,,,0.90665807556668,0.0933419244333199,,,,,,,,,0.8888888888888888,0.1111111111111111,,,,,,,,,0.997752004477818,0.0022479955221819,,,,,,,,,0.8333333333333334,0.1666666666666666,,,,,,,,,1.0696975762829046,-1.0214645971652212,,,,,,,,
NZ_CP006580,"Enterobacter cloacae P101, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(92231.0, 92604.0)",,,,5369929,0.5438012308915071,"(326.74276876449585, 2.2983548641204834, 381.4921736717224)",5367372,997052.0,,,,,,,,,0.6451039069325536,0.3972510867339482,,,,,,,,,0.8571428571428571,0.1428571428571428,,,,,,,,,0.6664041577724509,0.4606608232270549,,,,,,,,,0.4117647058823529,0.5882352941176471,,,,,,,,,1.5764021055320532,-1.312227463779096,,,,,,,,
NZ_CP012529,"Psychrobacter sp. P2G3, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(3321179.0, 18.0)",,,,3321751,0.4186481768199964,"(210.07182908058167, 1.2166838645935059, 237.05468654632568)",14930,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_LK028559,"Acholeplasma oculi genome assembly Acholeplasma oculi strain 19L, chromosome : 1.","Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1587041.0, 282.0)",,,,1587120,0.3129013559151167,"(117.49542713165283, 0.9278457164764404, 130.9408450126648)",39,271774.0,,,,,,,,,0.4642857142857142,0.2023809523809524,,,,,,,,,0.75,0.25,,,,,,,,,0.0,0.0,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,,2.3147575243224017,-1.0224124663220389,,,,,,,,
NZ_CP013861,"Pseudomonas fragi strain P121, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5101276.0, 29.0)",,,,5101809,0.5863300644928103,"(315.1560037136078, 1.2813076972961426, 360.748957157135)",5091427,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP016019,"Bifidobacterium longum subsp. longum strain AH1206, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2420970.0, 2421287.0)",,,,2421287,0.6019195576567338,"(177.36184120178223, 0.9180147647857666, 199.30680465698242)",2385996,485135.0,1933126.0,1703914.0,1023599.0,1424045.0,,,,,0.5979445319451703,0.2563081527420986,0.2462514091384537,0.2129853220942646,0.0908019068012683,0.0685906887534868,,,,,0.3333333333333333,0.2222222222222222,0.0833333333333333,0.1388888888888889,0.1944444444444444,0.0277777777777777,,,,,0.9989618009637162,0.5467022360040737,0.5400362786974123,0.3077593850862126,0.0010381990362837,0.0241481346365289,,,,,0.4615384615384615,0.0,0.1153846153846153,0.1923076923076923,0.0769230769230769,0.1538461538461538,,,,,1.0513180376945843,-1.1392056709846097,-1.0798549917895466,-1.0727668348521044,-1.0259641358721874,-1.0293186834169896,,,,
NZ_CP022043,"Psychrobacter cryohalolentis strain FDAARGOS_308 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(1764121.0, 1764776.0)",,,,3067424,0.4229998852457306,"(196.3923556804657, 0.4721405506134033, 214.58354449272156)",1763519,1499342.0,2032859.0,2276679.0,965835.0,3027188.0,710497.0,,,,0.6021445565286399,0.3204597582533222,0.3046629516668842,0.2480808892790238,0.1634124789973073,0.1593424944320952,0.1037825743774885,,,,0.4736842105263157,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.2631578947368421,,,,0.9994161257262704,0.7897000767649793,0.789928704624713,0.5963729936516077,0.3661772866159822,0.0005838742737294,0.163478048947002,,,,0.3333333333333333,0.119047619047619,0.0714285714285714,0.0714285714285714,0.2142857142857142,0.0952380952380952,0.0952380952380952,,,,0.6525815522526193,-1.0008784868318168,-1.086934517336748,-1.2808132136006742,-1.0282098949843863,-1.0091248618997222,-1.0013138276536615,,,
NZ_CP017969,"Pseudomonas aeruginosa isolate B10W, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6468158.0, 6468682.0)",,,,6723378,0.6617744830054179,"(416.3709809780121, 3.392406463623047, 481.44181966781616)",6481159,1176761.0,,,,,,,,,0.969538321231694,0.0304616787683058,,,,,,,,,0.9090909090909092,0.0909090909090909,,,,,,,,,0.9995240546041732,0.0004759453958267,,,,,,,,,1.0,0.0,,,,,,,,,0.9999341293883316,-1.0210506915443327,,,,,,,,
NZ_CP021070,"Mesorhizobium sp. WSM1497 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium","(6665640.0, 6666492.0)",,,,6666492,0.6258445971284448,"(417.4794034957886, 1.0881426334381104, 463.1374442577362)",97597,6026127.0,,,,,,,,,0.5752593310277997,0.0914073356388669,,,,,,,,,0.7272727272727273,0.2727272727272727,,,,,,,,,0.998505265810672,0.0014947341893281,,,,,,,,,0.0,0.0,,,,,,,,,0.9775202122990184,-1.0072859441558544,,,,,,,,
NZ_CP013021,"Agarivorans gilvus strain WH0801, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Agarivorans","(2722726.0, 2723097.0)",,,,4416600,0.4595987863967758,"(266.1516320705414, 1.854766607284546, 303.46424198150635)",2724561,4403475.0,,,,,,,,,0.838333016538134,0.1616669834618661,,,,,,,,,0.9,0.1,,,,,,,,,0.9996144342297864,0.0003855657702136,,,,,,,,,0.6153846153846154,0.3846153846153846,,,,,,,,,1.0244089352966546,-1.0054243903248343,,,,,,,,
NZ_CP007434,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120200, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3954126.0, 3954503.0)",,,,4685848,0.5216483761317056,"(356.1644232273102, 1.9907960891723633, 405.6207072734833)",3957005,,,,,,,,,,0.888782270693997,,,,,,,,,,1.0,,,,,,,,,,0.6663468120819909,,,,,,,,,,1.0,,,,,,,,,,1.0004050639460322,,,,,,,,,
NZ_CP013090,"Bordetella pertussis strain J191, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4109922.0, 4111645.0)",,,,4111645,0.6770168630803486,"(289.1822760105133, 1.3093767166137695, 326.71667861938477)",70160,3150320.0,578082.0,2420309.0,,,,,,,0.646245443522672,0.3447266438886355,0.3216503909473539,0.0978623005850721,,,,,,,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.1818181818181818,,,,,,,0.9993423911740766,0.7614526589386339,0.4700016778925668,0.0006576088259233,,,,,,,0.6666666666666666,0.0,0.2222222222222222,0.1111111111111111,,,,,,,1.4643329778442,-1.0516295317603277,-1.1229633500029204,-1.0214033619792824,,,,,,
NC_015976,Sphingobium sp. SYK-6 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium","(4199195.0, 153.0)",,,,4199332,0.6556950010144471,"(316.94452810287476, 2.3310248851776123, 356.120388507843)",31689,2392716.0,,,,,,,,,0.932276232172126,0.115941701453325,,,,,,,,,0.8888888888888888,0.1111111111111111,,,,,,,,,0.9079398076274888,0.2367139932488638,,,,,,,,,1.0,0.0,,,,,,,,,1.0426453267632363,-1.0435850191679643,,,,,,,,
NZ_CP011766,"Bordetella pertussis strain J100, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4107987.0, 4109710.0)",,,,4109710,0.6770373092018658,"(304.4223620891571, 1.5185635089874268, 341.14256262779236)",4105975,3480778.0,733705.0,,,,,,,,0.6572545266012603,0.4957582078785924,0.1669402048198203,,,,,,,,0.4285714285714285,0.3214285714285714,0.25,,,,,,,,0.959858817899019,0.9991793855405392,0.0008206144594609,,,,,,,,0.5833333333333334,0.1666666666666666,0.25,,,,,,,,1.368055469809362,-1.1419099821893155,-1.0034415545692648,,,,,,,
NZ_CP011286,"Yersinia enterocolitica strain KNG22703, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Yersinia","(4540899.0, 4541278.0)",,,,4581645,0.4698731569119825,"(288.21909379959106, 2.1885507106781006, 327.9128942489624)",4554849,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP012046,"Achromobacter xylosoxidans strain MN001, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Achromobacter","(5846830.0, 5849331.0)",,,,5876049,0.677157559441727,"(341.42309069633484, 1.2627038955688477, 383.2298195362091)",5866009,4333282.0,2029849.0,,,,,,,,0.9314414354288946,0.1247588103150555,0.0239157074282483,,,,,,,,0.8571428571428571,0.0714285714285714,0.0714285714285714,,,,,,,,0.9996814491438264,0.2403478595165953,0.0003185508561736,,,,,,,,0.9375,0.0625,0.0,,,,,,,,1.0438538535340305,-1.0063018768416052,-1.0137227418946972,,,,,,,
NC_022360,Pseudomonas aeruginosa c7447m genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6262163.0, 482.0)",,,,6262305,0.6644211676052189,"(345.95730328559875, 2.982238531112671, 389.13483357429504)",6243604,5716454.0,,,,,,,,,0.8745736376904282,0.1254263623095718,,,,,,,,,0.75,0.25,,,,,,,,,0.9987209130712844,0.0012790869287154,,,,,,,,,0.875,0.125,,,,,,,,,1.0665254243800115,-1.0135968905169657,,,,,,,,
NZ_CP015956,"Legionella pneumophila strain E9_O chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(3366648.0, 203.0)",,,,3367205,0.383172393721202,"(225.56719326972961, 1.399190902709961, 255.91581797599792)",2706,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP011012,"Pseudoalteromonas agarivorans DSM 14585 chromosome 1I, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(842409.0, 160.0)",,,,843022,0.4033429732557395,"(62.66324520111084, 0.43218350410461426, 68.84135890007019)",22678,359725.0,299425.0,201841.0,,,,,,,0.2476190476190476,0.2238095238095238,0.1619047619047619,0.0333333333333333,,,,,,,0.6,0.2,0.1,0.1,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.0,,,,,,,-1.0373938117699888,-1.0899730588783436,-1.0089525679982794,-1.0232158329961587,,,,,,
NZ_CP018044,"Bifidobacterium choerinum strain FMB-1, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(643799.0, 644287.0)",,,,2246282,0.6557373473143622,"(125.58855843544006, 0.5155141353607178, 138.2380292415619)",689108,975774.0,119675.0,2045751.0,1851332.0,,,,,,0.7501149574671407,0.2626786430436907,0.2461263285811948,0.1166910433108409,0.0994576921055087,,,,,,0.3846153846153846,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.2307692307692307,,,,,,0.9990628211193712,0.7111128522079955,0.5178661652307639,0.196226976086369,0.0009371788806287,,,,,,0.8666666666666667,0.0,0.0,0.0666666666666666,0.0666666666666666,,,,,,1.241259933757067,-1.4671182991656415,-1.3092743885277836,-1.0079871392299262,-1.0225493217906498,,,,,
NZ_CP006569,"Sodalis praecaptivus strain HS1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Sodalis","(4709514.0, 350.0)",,,,4709528,0.5747393369356759,"(319.41962933540344, 1.0707964897155762, 372.62391901016235)",4707239,1199588.0,,,,,,,,,0.877575605836526,0.1224243941634739,,,,,,,,,0.9,0.1,,,,,,,,,0.9993934841762449,0.0006065158237552,,,,,,,,,0.7333333333333333,0.2666666666666666,,,,,,,,,1.0615012517499656,-1.0111916166744388,,,,,,,,
NZ_CP015949,"Legionella pneumophila strain E3_N, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(3465245.0, 653.0)",,,,3465352,0.3833119983193626,"(208.25395250320435, 0.7300167083740234, 229.15234899520874)",3465149,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP018809,"Lactobacillus jensenii strain SNUV360 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(163417.0, 163880.0)",,,,1672949,0.3443798944259508,"(126.39070177078247, 0.6715257167816162, 139.5156557559967)",174796,1671736.0,,,,,,,,,0.7109483364059345,0.2890516635940655,,,,,,,,,0.7,0.3,,,,,,,,,0.9953450092178036,0.0046549907821964,,,,,,,,,0.4375,0.5625,,,,,,,,,1.1569966003213343,-0.9998144096783514,,,,,,,,
NZ_AP017577,"Rickettsia japonica DNA, complete genome, strain: MZ08014.","Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group","(1283643.0, 1284037.0)",,,,1284037,0.3235366270598121,"(60.84245467185974, 0.7708034515380859, 65.95226311683655)",9354,472773.0,252796.0,,,,,,,,0.4681976546334503,0.4429122030901573,0.1724724122944581,,,,,,,,0.5384615384615384,0.2307692307692307,0.2307692307692307,,,,,,,,0.2507468100541971,0.7133519938858564,0.2866480061141436,,,,,,,,0.6153846153846154,0.3846153846153846,0.0,,,,,,,,0.3218057984030613,-0.999331648497006,-1.08536537885064,,,,,,,
NZ_CP025257,"Mesoplasma syrphidae strain YJS chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Mesoplasma","(907910.0, 908214.0)",,,,908214,0.3005260874639677,"(62.97241473197937, 0.45946574211120605, 71.95694875717163)",24536,832372.0,228701.0,672859.0,311448.0,,,,,,0.5658245743012136,0.3866107313892963,0.2464915322613271,0.16889211392348,0.0841754256987864,,,,,,0.7,0.15,0.05,0.05,0.05,,,,,,0.9974737229036408,0.809832194167889,0.2894745967839816,0.2566763417704399,0.0025262770963592,,,,,,0.0,0.2,0.2,0.2,0.4,,,,,,0.9022492372911364,-1.3384398067526255,-1.017847782312402,-1.0136015934597546,-1.0010834924368348,,,,,
NZ_CP007523,"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-0870, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(1.0, 378.0)",,,,4769471,0.5222889498646706,"(367.37918066978455, 1.513286828994751, 411.3399260044098)",2670,,,,,,,,,,0.8887883463597998,,,,,,,,,,1.0,,,,,,,,,,0.6663650390793989,,,,,,,,,,1.0,,,,,,,,,,1.0004119877776985,,,,,,,,,
NZ_CP007291,Salmonella enterica subsp. enterica serovar Enteritidis str. SA19992322 genome.,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3954126.0, 3954503.0)",,,,4685849,0.5216529597944791,"(327.91723465919495, 1.2699928283691406, 367.44888043403625)",3956997,,,,,,,,,,0.888782270693997,,,,,,,,,,1.0,,,,,,,,,,0.6663468120819909,,,,,,,,,,1.0,,,,,,,,,,1.0004050639460322,,,,,,,,,
NZ_CP012082,"Bordetella pertussis strain I743, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4105757.0, 4107480.0)",,,,4107480,0.6770511359763164,"(277.936381816864, 1.042903184890747, 314.59269738197327)",70146,3477469.0,732510.0,,,,,,,,0.5892919490970898,0.513665793162385,0.1845160250194331,,,,,,,,0.36,0.36,0.28,,,,,,,,0.862421301836724,0.9991791976689736,0.0008208023310265,,,,,,,,0.5454545454545454,0.1818181818181818,0.2727272727272727,,,,,,,,0.8494581823958773,-0.9542272684913023,-1.0208898679883598,,,,,,,
NZ_CP016827,"Lactobacillus helveticus strain D76, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1433181.0, 1433655.0)",,,,2058319,0.370354157931788,"(95.9895281791687, 0.8065366744995117, 103.75199055671692)",1442457,5990.0,,,,,,,,,0.883881409744447,0.116118590255553,,,,,,,,,0.7777777777777778,0.2222222222222222,,,,,,,,,0.998866451455563,0.001133548544437,,,,,,,,,0.875,0.125,,,,,,,,,1.080141402976838,-1.0138553906470245,,,,,,,,
NZ_CP018202,"Pseudomonas syringae pv. actinidiae ICMP 9853, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas syringae","(6439128.0, 101.0)",,,,6439609,0.5867350020785423,"(383.59586572647095, 1.7844252586364746, 436.9958505630493)",6373154,1686306.0,2235163.0,3515116.0,,,,,,,0.8400292468383822,0.2439682673560703,0.1111507192257454,0.0304314577686638,,,,,,,0.6666666666666666,0.2,0.0666666666666666,0.0666666666666666,,,,,,,0.9997625372631144,0.4343438264584549,0.2423952471081305,0.0002374627368857,,,,,,,0.8536585365853658,0.0975609756097561,0.024390243902439,0.024390243902439,,,,,,,1.0105442003742615,-1.013741913976589,-1.0241039634698987,-1.0109389048018338,,,,,,
NZ_CP011205,"Bordetella pertussis strain I763, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4104674.0, 4106397.0)",,,,4106397,0.6770675119819151,"(302.90773487091064, 2.13972806930542, 344.42557549476624)",45293,3477463.0,734637.0,,,,,,,,0.6087657751622649,0.5090508016056099,0.1809258883710801,,,,,,,,0.3846153846153846,0.3461538461538461,0.2692307692307692,,,,,,,,0.8962273954168647,0.9991803768448017,0.0008196231551984,,,,,,,,0.5454545454545454,0.1818181818181818,0.2727272727272727,,,,,,,,1.0007570880921142,-1.0000147831882922,-1.0141526212972003,,,,,,,
NZ_CP015561,"Pasteurella multocida strain USDA-ARS-USMARC-60213 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Pasteurella","(1263.0, 1749.0)",,,,2327607,0.403590898291679,"(107.61636424064636, 0.431948184967041, 119.21348547935486)",424139,2323648.0,,,,,,,,,0.5450463187910127,0.4549536812089872,,,,,,,,,0.1,0.9,,,,,,,,,0.9985535905193798,0.0014464094806201,,,,,,,,,0.5365853658536586,0.4634146341463415,,,,,,,,,-0.2940810682421189,1.0116836020852409,,,,,,,,
NZ_CP014256,"Legionella pneumophila subsp. pascullei strain D-7158, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(3458161.0, 3458918.0)",,,,3458918,0.3818653694594668,"(214.82352685928345, 1.1357817649841309, 247.34391570091248)",3458252,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP020598,"Acinetobacter baumannii strain WKA02 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(2524900.0, 2525569.0)",,,,3870945,0.3894679464575187,"(230.01550698280334, 0.8845324516296387, 248.17381644248962)",2534307,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP015228,"Escherichia coli strain 09-00049, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4534659.0, 4535036.0)",,,,5286558,0.506758840061908,"(349.37631464004517, 2.1266889572143555, 399.812784910202)",4536508,2284536.0,,,,,,,,,0.8599027622037306,0.1400972377962694,,,,,,,,,0.9,0.1,,,,,,,,,0.9997082866111916,0.0002917133888084,,,,,,,,,0.68,0.32,,,,,,,,,1.0475411590812511,-1.005550233525299,,,,,,,,
NZ_CP013726,"Weissella cibaria strain CMS2, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Weissella","(479299.0, 480041.0)",,,,2342914,0.4531813801104095,"(175.2006995677948, 0.8270936012268066, 193.96167540550232)",482755,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP012676,"Pseudomonas sp. L10.10, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(4529374.0, 4529936.0)",,,,5149788,0.5823111553329963,"(392.0188887119293, 2.1124496459960938, 444.81678009033203)",4538416,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP015345,"Alteromonas stellipolaris strain PQQ-42, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(1127211.0, 1127815.0)",,,,4755740,0.4358217648567836,"(229.7352170944214, 2.831909656524658, 258.27323842048645)",1117529,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_015675,Mesorhizobium opportunistum WSM2075 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium","(6884263.0, 674.0)",,,,6884444,0.6286745886813808,"(428.2442853450775, 2.081275224685669, 489.966810464859)",34946,6193722.0,761348.0,5741933.0,5358694.0,2988348.0,,,,,0.5207410051666549,0.4545907191636614,0.4054683133341613,0.2952948322622251,0.1853981664878196,0.0209256615000118,,,,,0.5625,0.1875,0.0625,0.0625,0.0625,0.0625,,,,,0.9997230154999648,0.7762721574909841,0.7539049400024839,0.6233844967866753,0.4936944994634589,0.0002769845000354,,,,,0.0,0.0,0.0,0.4,0.4,0.2,,,,,0.0872989477173282,-1.0236225465558713,-1.4642648956947442,-1.5272177720742954,-1.2014157363258429,-1.0159450853328176,,,,
NZ_CP014215,"Acinetobacter baumannii strain YU-R612, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(3741672.0, 3742340.0)",,,,4075545,0.3908596273627208,"(301.46242570877075, 2.163762092590332, 335.7164053916931)",3751133,6447.0,,,,,,,,,0.7382016098716678,0.2617983901283322,,,,,,,,,0.75,0.25,,,,,,,,,0.9979381629483368,0.0020618370516632,,,,,,,,,0.4666666666666667,0.5333333333333333,,,,,,,,,1.0990380323448423,-1.0541771539833755,,,,,,,,
NZ_CP023173,"Mesoplasma chauliocola strain CHPA-2 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Mesoplasma","(854480.0, 854780.0)",,,,854780,0.2698191347481223,"(69.65444087982178, 0.44117045402526855, 76.72362327575684)",854693,704827.0,,,,,,,,,0.75,0.25,,,,,,,,,0.5,0.5,,,,,,,,,1.0,0.0,,,,,,,,,0.75,0.25,,,,,,,,,1.2102936971459348,-1.2651933390736485,,,,,,,,
NZ_CP007581,"Salmonella enterica subsp. enterica serovar Typhimurium strain 138736, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4160096.0, 4160473.0)",,,,4933618,0.5211317536136766,"(229.50001549720764, 1.1556377410888672, 261.04504227638245)",4162961,,,,,,,,,,0.8887892692770497,,,,,,,,,,1.0,,,,,,,,,,0.6663678078311492,,,,,,,,,,1.0,,,,,,,,,,1.0004130395998263,,,,,,,,,
