RefSeq,Organism,Sequence_length,Penalties,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,oriC_edges_9,oriC_middles_9
NZ_CP033077.1,"Vibrio zhugei strain HBUAS61001 chromosome 1, complete sequence",1107930,"([0.0], 0, [286890])",False,"(817430, 817930)",817680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP033219.1,"Parasedimentitalea marina strain W43 chromosome, complete genome",4417125,"([0.0, 0.0], 0, [12180, 5560])",False,"(436, 936)",686,"(4248153, 4248653)",4248403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038452.1,"Thermus caldilimi strain YIM 78456 chromosome, complete genome",2447659,"([0.0, 0.0], 300, [5180, 1720])",False,"(1841167, 1841667)",1841417,"(2270559, 2271059)",2270809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP033325.1,"Georgenia faecalis strain ZLJ0423 chromosome, complete genome",3432109,"([0.0, 0.0], 0, [4390, 572130])",True,"(2646396, 2646896)",2646646,"(2221466, 2221966)",2221716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034234.1,"Erysipelothrix piscisicarius strain 15TAL0474 chromosome, complete genome",1722938,"([0.0], 200, [510])",False,"(290877, 291377)",291127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP033611.1,"Rickettsiales endosymbiont of Stachyamoeba lipophora strain RICK01 chromosome, complete genome",1738386,"([0.0], 200, [1290])",False,"(755896, 756396)",756146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034161.1,"Epilithonimonas vandammei strain F5649 chromosome, complete genome",3276391,"([0.0, 0.0, 0.0, 0.0, 0.0], 200, [1930, 22300, 160, 960, 381010])",False,"(3276108, 216)",3276358,"(669131, 669631)",669381,"(1124419, 1124919)",1124669,"(365951, 366451)",366201,"(2998352, 2998852)",2998602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP019309.1,"Intestinibaculum porci strain SG0102 chromosome, complete genome",3212924,"([0.0], 0, [94040])",False,"(4840, 5340)",5090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045032.1,"Corynebacterium urogenitale strain LMM-1652 chromosome, complete genome",2351892,"([0.0], 0, [55090])",False,"(117, 617)",367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP033868.1,"Coxiella endosymbiont of Amblyomma sculptum strain CeAS-UFV chromosome, complete genome",622921,"([0.0], 0, [101740])",False,"(51489, 51989)",51739,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP061336.1,"Ruminiclostridium herbifermentans strain MA18 chromosome, complete genome",4817678,"([0.0], 0, [16760])",False,"(567, 1067)",817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039247.1,"Corynebacterium endometrii strain LMM-1653 chromosome, complete genome",2477061,"([0.0, 0.0], 0, [40750, 266180])",False,"(78763, 79263)",79013,"(2461307, 2461807)",2461557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034433.1,"Iodobacter ciconiae strain H11R3 chromosome, complete genome",3877377,"([0.0, 0.0], 0, [490400, 26410])",False,"(1081, 1581)",1331,"(671734, 672234)",671984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034539.1,"Streptomyces cyaneochromogenes strain MK-45 chromosome, complete genome",10677137,"([0.0], 0, [10])",False,"(246, 746)",496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034541.1,"Brevibacillus marinus strain SCSIO 07484 chromosome, complete genome",3978392,"([0.0], 0, [122100])",False,"(5874, 6374)",6124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034549.1,"Nonlabens ponticola strain MJ115 chromosome, complete genome",2872100,"([0.0, 0.0], 0, [227970, 434190])",True,"(10866, 11366)",11116,"(2545277, 2545777)",2545527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034593.1,"Flaviflexus ciconiae strain H23T48 chromosome, complete genome",2830639,"([0.0, 0.0], 0, [392040, 22290])",True,"(1082873, 1083373)",1083123,"(1582270, 1582770)",1582520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034752.1,"Jinshanibacter zhutongyuii strain CF-458 chromosome, complete genome",4631943,"([0.0, 0.0], 0, [40080, 365760])",False,"(4559257, 4559757)",4559507,"(1503322, 1503822)",1503572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034683.1,"Rheinheimera mangrovi strain LHK132 chromosome, complete genome",4628354,"([0.0], 0, [93410])",False,"(3668, 4168)",3918,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP054056.1,"Aquiluna borgnonia strain 15G-AUS-rot chromosome, complete genome",1362706,"([0.0, 0.0], 0, [35030, 367700])",False,"(138029, 138529)",138279,"(426740, 427240)",426990,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039964.1,"Pseudorhodobacter turbinis strain S12M18 chromosome, complete genome",2560737,"([0.0, 0.0], 0, [46990, 279160])",True,"(2329, 2829)",2579,"(1716236, 1716736)",1716486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034930.1,"Apibacter raozihei strain HY041 chromosome, complete genome",3293048,"([0.0], 200, [308670])",False,"(3273099, 3273599)",3273349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042808.1,"Acetobacter oryzoeni strain B6 chromosome, complete genome",2744393,"([0.0], 0, [62390])",False,"(2740807, 2741307)",2741057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037755.1,"Pseudocnuella soli strain 17J28-1 chromosome, complete genome",4804510,"([0.0], 0, [12710])",False,"(4803174, 4803674)",4803424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040896.1,"Hymenobacter jejuensis strain 17J68-5 chromosome, complete genome",5086993,"([0.0], 0, [96060])",False,"(5079053, 5079553)",5079303,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035485.1,"Salicibibacter halophilus strain NKC3-5 chromosome, complete genome",3754174,"([0.0], 0, [489350])",False,"(2242569, 2243069)",2242819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP068551.1,"Pseudomonas khazarica strain ODT-83 chromosome, complete genome",5384159,"([0.0], 0, [214850])",False,"(5383348, 5383848)",5383598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP053825.1,"Campylobacter armoricus strain CCUG 73571 chromosome, complete genome",1642612,"([0.0], 0, [6390])",False,"(1642043, 1642543)",1642293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035088.1,"Pseudomonas viciae strain 11K1 chromosome, complete genome",6682832,"([0.0], 0, [162790])",False,"(6668841, 6669341)",6669091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037940.1,"Periweissella cryptocerci strain 26KH-42 chromosome, complete genome",3020651,"([0.0], 0, [29570])",False,"(1583622, 1584122)",1583872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP017369.1,Corynebacterium suranareeae strain N24 chromosome,3537507,"([0.0], 0, [536370])",False,"(3493433, 3493933)",3493683,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035281.1,"Aminipila luticellarii strain JN-18 chromosome, complete genome",2750839,"([0.0], 0, [110160])",False,"(5238, 5738)",5488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035544.1,"Muriicola soli strain MMS17-SY002 chromosome, complete genome",3067493,"([0.0], 0, [274640])",False,"(2656412, 2656912)",2656662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP019400.1,"Cohnella abietis strain KCTC 43028 chromosome, complete genome",7059027,"([0.0], 0, [8450])",False,"(7058998, 472)",222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035534.1,"Sulfurimonas hydrogeniphila strain NW10 chromosome, complete genome",2342011,"([0.0], 0, [460])",False,"(2341738, 226)",2341988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035491.1,"Agromyces protaetiae strain FW100M-8 chromosome, complete genome",3683091,"([0.0, 0.0, 0.0], 0, [249890, 183120, 155430])",True,"(847627, 848127)",847877,"(3006163, 3006663)",3006413,"(1687735, 1688235)",1687985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035492.1,"Paenibacillus protaetiae strain FW100M-2 chromosome, complete genome",4228822,"([0.0], 0, [64120])",False,"(3227267, 3227767)",3227517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035494.1,"Microbacterium protaetiae strain DFW100M-13 chromosome, complete genome",3790483,"([0.0], 0, [509190])",False,"(1470605, 1471105)",1470855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035495.1,"Xylanimonas allomyrinae strain 2JSPR-7 chromosome, complete genome",3816482,"([0.0, 0.0], 0, [17050, 125380])",False,"(2890961, 2891461)",2891211,"(1013509, 1014009)",1013759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035503.1,"Rhodoferax sediminis strain CHu59-6-5 chromosome, complete genome",4387497,"([0.0], 0, [40050])",False,"(4385192, 4385692)",4385442,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035758.1,"Ktedonosporobacter rubrisoli strain SCAWS-G2 chromosome, complete genome",11340617,"([0.0, 0.0], 300, [2180, 90])",False,"(7354511, 7355011)",7354761,"(1451151, 1451651)",1451401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035704.1,"Pseudolysobacter antarcticus strain AQ6-296 chromosome, complete genome",4711779,"([0.0, 0.0], 0, [174730, 487290])",True,"(5077, 5577)",5327,"(4683753, 4684253)",4684003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029346.1,"Aquirufa nivalisilvae strain HME7025 chromosome, complete genome",3116291,"([0.0, 0.0], 0, [380680, 232710])",False,"(14004, 14504)",14254,"(1743065, 1743565)",1743315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038810.1,"Flavobacterium sangjuense strain GS03 chromosome, complete genome",3130338,"([0.0], 0, [575350])",False,"(703189, 703689)",703439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038267.1,"Nocardioides euryhalodurans strain MMS17-SY117 chromosome, complete genome",4017744,"([0.0, 0.0, 0.0], 0, [25360, 443770, 565260])",False,"(2470228, 2470728)",2470478,"(99361, 99861)",99611,"(1568165, 1568665)",1568415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038436.1,"Nocardioides seonyuensis strain MMS17-SY207-3 chromosome, complete genome",3974362,"([0.0, 0.0, 0.0, 0.0], 0, [380820, 1950, 24810, 8050])",False,"(1424465, 1424965)",1424715,"(3550074, 3550574)",3550324,"(1822745, 1823245)",1822995,"(2529197, 2529697)",2529447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035952.1,"Pseudomonas tructae strain SNU WT1 chromosome, complete genome",5685196,"([0.0, 0.0], 300, [6040, 4360])",False,"(277026, 277526)",277276,"(5684620, 5685120)",5684870,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036150.1,"Oceanispirochaeta crateris strain K2 chromosome, complete genome",4012482,"([0.0], 300, [36170])",False,"(3120843, 3121343)",3121093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036423.1,"Aequoribacter fuscus strain IMCC3088 chromosome, complete genome",3095392,"([0.0], 0, [51440])",False,"(3093289, 3093789)",3093539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036200.1,"Shewanella maritima strain D4-2 chromosome, complete genome",4718011,"([0.0], 0, [443160])",False,"(2442902, 2443402)",2443152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049682.1,"Polynucleobacter paneuropaeus strain AP-RePozz9-10-D2 chromosome, complete genome",1708534,"([0.0], 0, [44080])",False,"(1706049, 1706549)",1706299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036298.1,"Aureliella helgolandensis strain Q31a chromosome, complete genome",8439957,"([0.0], 0, [1840])",False,"(8439605, 147)",8439855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038018.1,"Eikenella exigua strain PXX chromosome, complete genome",1953244,"([0.0], 0, [78000])",False,"(1931409, 1931909)",1931659,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP085524.1,"Zhaonella formicivorans strain k32 chromosome, complete genome",3314304,"([0.0], 0, [38020])",False,"(2675514, 2676014)",2675764,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP063362.1,"Xanthobacter dioxanivorans strain YN2 chromosome, complete genome",6277310,"([0.0], 0, [16990])",False,"(6228346, 6228846)",6228596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038266.1,"Microbacterium wangchenii strain dk512 chromosome, complete genome",3828279,"([0.0, 0.0, 0.0], 0, [293650, 69950, 30800])",True,"(3410431, 3410931)",3410681,"(3748919, 3749419)",3749169,"(1356426, 1356926)",1356676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037864.1,"Citrobacter arsenatis strain LY-1 chromosome, complete genome",5211009,"([0.0, 0.0], 0, [408080, 29900])",False,"(5208033, 5208533)",5208283,"(2976602, 2977102)",2976852,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037933.1,"Flavobacterium nackdongense strain GS13 chromosome, complete genome",4217227,"([0.0, 0.0, 0.0], 200, [432070, 23210, 257730])",True,"(2541216, 2541716)",2541466,"(3623823, 3624323)",3624073,"(671737, 672237)",671987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037954.1,"Chryseobacterium salivictor strain NBC 122 chromosome, complete genome",3139453,"([0.0], 200, [23620])",False,"(3088752, 3089252)",3089002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037951.1,"Parashewanella tropica strain MEBiC05444 chromosome, complete genome",4222191,"([0.0, 0.0], 0, [78470, 324330])",False,"(4218402, 4218902)",4218652,"(403177, 403677)",403427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034463.1,"Streptomyces aquilus strain GGCR-6 chromosome, complete genome",10393987,"([0.0, 0.0], 0, [453960, 29060])",False,"(5170566, 5171066)",5170816,"(4046761, 4047261)",4047011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP044344.1,"Nocardioides cynanchi strain SB3-45 chromosome, complete genome",3998545,"([0.0, 0.0, 0.0, 0.0], 0, [167060, 129300, 76410, 31690])",True,"(2507522, 2508022)",2507772,"(2955524, 2956024)",2955774,"(827970, 828470)",828220,"(378832, 379332)",379082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017040.1,"Cutibacterium modestum strain F0672 chromosome, complete genome",2571505,"([0.0, 0.0], 0, [21010, 12610])",False,"(1394918, 1395418)",1395168,"(1586, 2086)",1836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039292.1,"Actinomyces procaprae strain dk561 chromosome, complete genome",3600355,"([0.0, 0.0], 0, [4550, 373100])",False,"(11145, 11645)",11395,"(3239314, 3239814)",3239564,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038439.1,"Paracoccus liaowanqingii strain 2251 chromosome, complete genome",3271357,"([0.0, 0.0, 0.0], 0, [218380, 580410, 5640])",False,"(25659, 26159)",25909,"(3092873, 3093373)",3093123,"(2788955, 2789455)",2789205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049075.1,"Candidatus Campylobacter infans strain 19S00001 chromosome, complete genome",1754511,"([0.0, 0.0], 0, [173310, 518000])",True,"(1650640, 1651140)",1650890,"(8428, 8928)",8678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP052909.1,"Constantimarinum furrinae strain ALE3EI chromosome, complete genome",2987299,"([0.0, 0.0], 0, [388470, 323210])",True,"(1054484, 1054984)",1054734,"(2333681, 2334181)",2333931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038469.1,"Citrobacter tructae strain SNU WT2 chromosome, complete genome",4840504,"([0.0], 0, [99530])",False,"(3393079, 3393579)",3393329,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038852.1,"Candidatus Pelagibacter giovannonii strain NP1 chromosome, complete genome",1365705,"([0.0, 0.0], 0, [583010, 566790])",True,"(834369, 834869)",834619,"(396328, 396828)",396578,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015217.1,"Leptospira tipperaryensis strain GWTS#1 chromosome 1, complete sequence",4105414,"([0.0], 0, [2330])",False,"(4105088, 173)",4105338,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039381.1,"Ruminococcus bovis strain JE7A12 chromosome, complete genome",2440231,"([4.0979726919295755e-05], 0, [206980])",False,"(1025796, 1026296)",1026046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP070503.1,"Pseudomonas atacamensis strain SM1 chromosome, complete genome",5909586,"([0.0, 0.0], 0, [552490, 573150])",True,"(18976, 19476)",19226,"(5872278, 5872778)",5872528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040396.1,"Paenibacillus algicola strain HB172198 chromosome, complete genome",4475055,"([0.0], 0, [25940])",False,"(1199, 1699)",1449,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039291.1,"Cellulomonas shaoxiangyii strain Z28 chromosome, complete genome",3909366,"([0.0, 0.0, 0.0], 0, [98490, 173090, 144850])",True,"(5014, 5514)",5264,"(2801061, 2801561)",2801311,"(3164486, 3164986)",3164736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046266.1,"Metabacillus sediminilitoris strain DSL-17 chromosome, complete genome",5602542,"([0.0], 0, [111190])",False,"(5205, 5705)",5455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP050699.1,"Desulfosediminicola ganghwensis strain IMCC35004 chromosome, complete genome",5653142,"([0.0, 0.0], 0, [4930, 58890])",True,"(5652563, 5653063)",5652813,"(712114, 712614)",712364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP050698.1,"Desulfosediminicola flagellatus strain IMCC35005 chromosome, complete genome",6751878,"([0.0], 0, [5080])",False,"(5939786, 5940286)",5940036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP071446.1,"Thermosipho ferrireducens strain JL129W03 chromosome, complete genome",1982543,"([0.0], 0, [407490])",False,"(579350, 579850)",579600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046909.1,"Paraburkholderia acidiphila strain 7Q-K02 chromosome 1, complete sequence",3177533,"([0.0, 0.0], 0, [543580, 480140])",False,"(3157620, 3158120)",3157870,"(2317364, 2317864)",2317614,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046913.1,"Paraburkholderia acidisoli strain DHF22 chromosome 1, complete sequence",3240103,"([0.0], 200, [592400])",False,"(3221319, 3221819)",3221569,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039712.1,"Vagococcus zengguangii strain MN-17 chromosome, complete genome",2190262,"([0.0], 0, [110700])",False,"(5306, 5806)",5556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039852.1,"Salinimonas iocasae strain KX18D6 chromosome, complete genome",3811475,"([0.0], 0, [136180])",False,"(18212, 18712)",18462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039934.1,"Myroides fluvii strain CJ210 chromosome, complete genome",3766904,"([0.0], 0, [102230])",False,"(1442587, 1443087)",1442837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP019651.1,"Vibrio taketomensis strain C4III291 chromosome 1, complete sequence",2974694,"([0.0], 0, [242550])",False,"(2961702, 2962202)",2961952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP060286.1,"Caproicibacter fermentans strain 7D4C2 chromosome, complete genome",3947358,"([0.0], 0, [120440])",False,"(2442483, 2442983)",2442733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023344.1,"Nibricoccus aquaticus strain HZ-65 chromosome, complete genome",4730447,"([0.0, 0.0], 0, [8370, 9260])",False,"(2097185, 2097685)",2097435,"(1238545, 1239045)",1238795,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040428.1,"Jejubacter calystegiae strain KSNA2 chromosome, complete genome",5182800,"([0.0, 0.0], 0, [91240, 255310])",False,"(1189895, 1190395)",1190145,"(4305883, 4306383)",4306133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040818.1,"Paroceanicella profunda strain D4M1 chromosome, complete genome",4039866,"([0.0], 0, [383700])",False,"(1267729, 1268229)",1267979,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040602.1,"Thiomicrorhabdus sediminis strain G1 chromosome, complete genome",2373486,"([0.0, 0.0], 0, [320120, 485430])",True,"(15361, 15861)",15611,"(55638, 56138)",55888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP019697.1,"Dialister hominis strain 5BBH33 chromosome, complete genome",2407548,"([0.0], 200, [318180])",False,"(2228546, 2229046)",2228796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040517.1,"Luteithermobacter gelatinilyticus strain MEBiC09520 chromosome, complete genome",3145891,"([0.0], 0, [3420])",False,"(3144886, 3145386)",3145136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049362.1,"Alcaligenes ammonioxydans strain HO-1 chromosome, complete genome",3774827,"([0.0], 0, [144370])",False,"(3753348, 3753848)",3753598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041091.1,"Nocardioides sambongensis strain KUDC 5002 chromosome, complete genome",4434294,"([0.0, 0.0], 0, [426360, 23760])",True,"(3441623, 3442123)",3441873,"(3023303, 3023803)",3023553,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041046.1,"Luteibacter pinisoli strain MAH-14 chromosome, complete genome",4610696,"([0.0, 0.0, 0.0], 300, [107820, 106660, 19680])",True,"(86367, 86867)",86617,"(4428177, 4428677)",4428427,"(3379624, 3380124)",3379874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040915.1,"Georgenia yuyongxinii strain Z443 chromosome, complete genome",4171640,"([0.0, 0.0, 0.0], 0, [370280, 106070, 458340])",False,"(2063111, 2063611)",2063361,"(1677553, 1678053)",1677803,"(217193, 217693)",217443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP067341.1,"Lysinibacillus agricola strain FJAT-51161 chromosome, complete genome",5285903,"([0.0], 0, [18900])",False,"(1148, 1648)",1398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041235.1,"Sulfurimonas sediminis strain S2-6 chromosome, complete genome",2320257,"([0.0], 0, [261000])",False,"(2175, 2675)",2425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
