RefSeq,Organism,Sequence_length,N_penalty,O_penalty,D_penalty,False_order,oriC_edges_0,oriC_edges_1,oriC_edges_2,oriC_edges_3,oriC_edges_4,oriC_edges_5,oriC_edges_6,oriC_edges_7,oriC_edges_8,oriC_edges_9,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,xy_oriC_0,xy_oriC_1,xy_oriC_2,xy_oriC_3,xy_oriC_4,xy_oriC_5,xy_oriC_6,xy_oriC_7,xy_oriC_8,xy_oriC_9,xgc_oriC_0,xgc_oriC_1,xgc_oriC_2,xgc_oriC_3,xgc_oriC_4,xgc_oriC_5,xgc_oriC_6,xgc_oriC_7,xgc_oriC_8,xgc_oriC_9,ygc_oriC_0,ygc_oriC_1,ygc_oriC_2,ygc_oriC_3,ygc_oriC_4,ygc_oriC_5,ygc_oriC_6,ygc_oriC_7,ygc_oriC_8,ygc_oriC_9
NZ_CP028519.1,"Microvirgula aerodenitrificans strain BE2.4 chromosome, complete genome",4121243,0.0,0,[10210],False,"(1384845, 1385345)",1385095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1385095,nan,nan,nan,nan,nan,nan,nan,nan,nan,1384942,nan,nan,nan,nan,nan,nan,nan,nan,nan,1385452,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP028843.1,Methylobacterium currus strain PR1016A chromosome 1,6553813,6.10331725973872e-05,0,"[1068210, 1181950, 76280, 371980]",True,"(4199472, 4199972)",4199722,"(420035, 420535)",420285,"(1311459, 1311959)",1311709,"(5364590, 5365090)",5364840,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4199722,420285,1311709,5364840,nan,nan,nan,nan,nan,nan,2732391,4199157,3599200,1311710,5361291,416129,6334135,nan,nan,nan,4217756,475226,1365121,5365105,nan,nan,nan,nan,nan,nan
NZ_CP028844.1,Methylobacterium currus strain PR1016A chromosome 2,974845,0.00030774123065718144,0,"[233480, 59210, 283030]",False,"(744925, 745425)",745175,"(926075, 926575)",926325,"(642270, 642770)",642520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,745175,926325,642520,nan,nan,nan,nan,nan,nan,nan,759303,929288,256379,360004,nan,nan,nan,nan,nan,nan,18370,745152,926327,nan,nan,nan,nan,nan,nan,nan
NZ_CP023277.1,Polynucleobacter acidiphobus strain MWH-PoolGreenA3 chromosome,1851737,0.0002025125598289606,0,[22730],False,"(1851241, 3)",1851491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1851491,nan,nan,nan,nan,nan,nan,nan,nan,nan,851,nan,nan,nan,nan,nan,nan,nan,nan,nan,1851451,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023004.1,Ereboglobus luteus strain Ho45 chromosome,4175033,4.7903812975849535e-05,0,"[492720, 3470]",False,"(1598826, 1599326)",1599076,"(411658, 412158)",411908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1599076,411908,nan,nan,nan,nan,nan,nan,nan,nan,1599242,411835,nan,nan,nan,nan,nan,nan,nan,nan,1599069,83035,3055736,2064640,2500588,436471,904365,nan,nan,nan
NZ_CP029563.1,Legionella anisa isolate UMCG_3A chromosome,4164783,4.802170965450061e-05,0,"[182990, 423220]",False,"(4123611, 4124111)",4123861,"(979362, 979862)",979612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4123861,979612,nan,nan,nan,nan,nan,nan,nan,nan,4114678,nan,nan,nan,nan,nan,nan,nan,nan,nan,641157,4123828,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029600.1,Chitinophaga alhagiae strain T22 chromosome,2664183,3.7534959122552766e-05,0,[776410],False,"(1458927, 1459427)",1459177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1459177,nan,nan,nan,nan,nan,nan,nan,nan,nan,1868371,1506736,2122049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040938.1,Dolosigranulum pigrum strain KPL1914 chromosome,1890416,0.00010579681932442383,0,"[89740, 63020]",False,"(310803, 311303)",311053,"(1886815, 1887315)",1887065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,311053,1887065,nan,nan,nan,nan,nan,nan,nan,nan,305489,1890074,nan,nan,nan,nan,nan,nan,nan,nan,309976,1886923,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029984.1,Gardnerella leopoldii strain UGent 06.41 chromosome,1563545,0.0001381476068805183,0,"[42380, 15830]",True,"(1368256, 1368756)",1368506,"(543, 1043)",793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1368506,793,nan,nan,nan,nan,nan,nan,nan,nan,1370718,nan,nan,nan,nan,nan,nan,nan,nan,nan,1368599,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP031320.1,Streptomyces armeniacus strain ATCC 15676 chromosome,8083249,0.006039032077324353,0,"[6170, 173360, 2259820, 163240, 397660]",True,"(8065909, 8066409)",8066159,"(4623698, 4624198)",4623948,"(5376827, 5377327)",5377077,"(3827988, 3828488)",3828238,"(342491, 342991)",342741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8066159,4623948,5377077,3828238,342741,nan,nan,nan,nan,nan,8066158,6880394,4615401,362624,3828241,5376769,nan,nan,nan,nan,8074826,4623563,5377078,1161652,342741,2558441,3941232,nan,nan,nan
NZ_CP031337.1,Crenobacter cavernae strain K1W11S-77 chromosome,3271767,3.056452369621676e-05,0,[21770],False,"(3269677, 3270177)",3269927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3269927,nan,nan,nan,nan,nan,nan,nan,nan,nan,3269956,nan,nan,nan,nan,nan,nan,nan,nan,nan,1237059,3271044,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP031417.1,Pseudolabrys taiwanensis strain CC-BB4 isolate CCUG 51779 chromosome,5593741,1.7877123735260534e-05,0,[1573340],False,"(4075530, 4076030)",4075780,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4075780,nan,nan,nan,nan,nan,nan,nan,nan,nan,3736218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP031494.1,Vibrio anguillarum strain PF4-E2-R4 chromosome 1,2843715,0.07564752445304822,0,"[52760, 91200]",True,"(2711540, 2712040)",2711790,"(621693, 622193)",621943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2711790,621943,nan,nan,nan,nan,nan,nan,nan,nan,621654,2712072,nan,nan,nan,nan,nan,nan,nan,nan,2709434,617094,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP031495.1,Vibrio anguillarum strain PF4-E2-R4 chromosome 2,1010329,0.0706601512972507,0,"[9240, 206040]",True,"(856476, 856976)",856726,"(1009506, 1010006)",1009756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,856726,1009756,nan,nan,nan,nan,nan,nan,nan,nan,858540,1010142,nan,nan,nan,nan,nan,nan,nan,nan,868842,1009680,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP027798.1,Serratia marcescens strain KS10 chromosome,5199559,1.9232400286255044e-05,0,[98970],False,"(4799878, 4800378)",4800128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4800128,nan,nan,nan,nan,nan,nan,nan,nan,nan,4800168,nan,nan,nan,nan,nan,nan,nan,nan,nan,4795220,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021894.1,Pectobacterium versatile strain SCC1 chromosome,4974798,0.0007614379518525174,0,[2240],False,"(4974662, 365)",115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115,nan,nan,nan,nan,nan,nan,nan,nan,nan,118,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP032482.1,Yersinia rochesterensis strain ATCC BAA-2637 chromosome,4438053,2.2532403285855306e-05,0,[51470],False,"(4435244, 4435744)",4435494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4435494,nan,nan,nan,nan,nan,nan,nan,nan,nan,4434959,nan,nan,nan,nan,nan,nan,nan,nan,nan,4437533,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP032514.1,Actinomyces lilanjuaniae strain 2129 chromosome,3025012,6.611544020321242e-05,0,"[43360, 132230]",False,"(1774, 2274)",2024,"(542021, 542521)",542271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024,542271,nan,nan,nan,nan,nan,nan,nan,nan,2011,546209,nan,nan,nan,nan,nan,nan,nan,nan,3024854,539597,1359312,nan,nan,nan,nan,nan,nan,nan
NZ_CP032568.1,Nocardia yunnanensis strain CFH S0054 chromosome,7931441,0.00010590761502228915,0,"[2266420, 424180, 66460, 107240, 704840, 2078010, 1387590]",True,"(7880962, 7881462)",7881212,"(7012930, 7013430)",7013180,"(1578239, 1578739)",1578489,"(4856356, 4856856)",4856606,"(3463049, 3463549)",3463299,"(826078, 826578)",826328,"(2368779, 2369279)",2369029,nan,nan,nan,nan,nan,nan,7881212,7013180,1578489,4856606,3463299,826328,2369029,nan,nan,nan,7901920,1595385,3459932,828075,2369048,6364770,5050387,nan,nan,nan,7866678,3463255,822713,1574176,2472949,nan,nan,nan,nan,nan
NZ_CP032570.1,Tsuneonella amylolytica strain NS1 chromosome,2786235,3.5890727092294796e-05,0,[209910],False,"(1523962, 1524462)",1524212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1524212,nan,nan,nan,nan,nan,nan,nan,nan,nan,1534568,2303741,nan,nan,nan,nan,nan,nan,nan,nan,1524072,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP033169.1,Biomaibacter acetigenes strain SK-G1 chromosome,3398411,2.9425516807708072e-05,2,[3450],False,"(3397887, 3398387)",3398137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3398137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034073.1,Shewanella psychromarinicola strain M2 chromosome,5134949,3.894878021183852e-05,0,"[401250, 452030]",False,"(1171972, 1172472)",1172222,"(5114020, 5114520)",5114270,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1172222,5114270,nan,nan,nan,nan,nan,nan,nan,nan,1176122,5114390,nan,nan,nan,nan,nan,nan,nan,nan,1153521,5134452,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034072.1,Mycolicibacterium nivoides strain DL90 chromosome,6905961,0.0002751246350797521,0,[128700],False,"(6617574, 6618074)",6617824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6617824,nan,nan,nan,nan,nan,nan,nan,nan,nan,6624655,nan,nan,nan,nan,nan,nan,nan,nan,nan,6618220,4162587,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP032548.1,Tenacibaculum singaporense strain DSM 106434 chromosome,3511804,2.8475393273656504e-05,0,[835480],False,"(2039359, 2039859)",2039609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2039609,nan,nan,nan,nan,nan,nan,nan,nan,nan,580868,3506325,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP032544.1,Tenacibaculum mesophilum strain DSM 13764 chromosome,3344178,5.9805429017235326e-05,0,"[815090, 589890]",True,"(908394, 908894)",908644,"(1248312, 1248812)",1248562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,908644,1248562,nan,nan,nan,nan,nan,nan,nan,nan,2359966,nan,nan,nan,nan,nan,nan,nan,nan,nan,2295256,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP018492.1,"Melissococcus plutonius strain DAT561 chromosome, complete genome",1847807,0.0,1,[1085670],False,"(1793412, 1793912)",1793662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034661.1,Chryseobacterium aureum strain 17S1E7 chromosome,5069854,5.917330163748305e-05,0,"[667320, 1266390, 870340]",False,"(3262601, 3263101)",3262851,"(2310475, 2310975)",2310725,"(1851106, 1851606)",1851356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3262851,2310725,1851356,nan,nan,nan,nan,nan,nan,nan,3290360,nan,nan,nan,nan,nan,nan,nan,nan,nan,3256994,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP025269.1,Komagataeibacter xylinus strain DSM 2325 chromosome,3353346,0.0004276325795190833,0,"[296090, 798850, 248490]",False,"(2204643, 2205143)",2204893,"(14559, 15059)",14809,"(729558, 730058)",729808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2204893,14809,729808,nan,nan,nan,nan,nan,nan,nan,2204893,5,728587,nan,nan,nan,nan,nan,nan,nan,2217317,14809,768529,nan,nan,nan,nan,nan,nan,nan
NZ_CP026721.1,Fervidobacterium changbaicum strain CBS-1 chromosome,2266449,4.412188405739551e-05,0,[2950],False,"(2266177, 227)",2266427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2266427,nan,nan,nan,nan,nan,nan,nan,nan,nan,1209655,994514,531725,nan,nan,nan,nan,nan,nan,nan,263370,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035913.1,Massilia lutea strain DSM 17473 chromosome,7504949,3.9973622738808754e-05,0,"[1824710, 1610850, 1023650]",False,"(3328597, 3329097)",3328847,"(7416605, 7417105)",7416855,"(4646117, 4646617)",4646367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3328847,7416855,4646367,nan,nan,nan,nan,nan,nan,nan,3194812,7500097,nan,nan,nan,nan,nan,nan,nan,nan,7419554,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP019368.1,"Fluviispira sanaruensis strain RF1110005 chromosome, complete genome",3520134,0.0,0,[167670],False,"(3511488, 3511988)",3511738,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3511738,nan,nan,nan,nan,nan,nan,nan,nan,nan,3503361,nan,nan,nan,nan,nan,nan,nan,nan,nan,3511745,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036313.1,Desulfobacter hydrogenophilus strain AcRS1 chromosome,5105261,5.876291143586979e-05,2,"[2150, 647050, 135990]",True,"(5104576, 5105076)",5104826,"(2952068, 2952568)",2952318,"(2018490, 2018990)",2018740,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5104826,2952318,2018740,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037898.1,Shewanella decolorationis strain sesselensis chromosome,4719362,0.0013866281077823655,0,"[159640, 293340, 50620, 391490]",False,"(14199, 14699)",14449,"(1695941, 1696441)",1696191,"(4507190, 4507690)",4507440,"(3952023, 3952523)",3952273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14449,1696191,4507440,3952273,nan,nan,nan,nan,nan,nan,13991,4513121,1696217,3952153,nan,nan,nan,nan,nan,nan,16522,1676643,3960135,4498454,nan,nan,nan,nan,nan,nan
NZ_CP038512.1,Deinococcus metallilatus strain MA1002 chromosome,3062136,0.00016328471367698888,0,"[676790, 592050, 55810, 532650, 128930]",False,"(1589004, 1589504)",1589254,"(2429042, 2429542)",2429292,"(2733934, 2734434)",2734184,"(770065, 770565)",770315,"(100592, 101092)",100842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1589254,2429292,2734184,770315,100842,nan,nan,nan,nan,nan,1588133,2150071,2720081,100791,nan,nan,nan,nan,nan,nan,1590923,134631,2690479,482658,nan,nan,nan,nan,nan,nan
NZ_CP039393.1,Muribaculum gordoncarteri strain TLL-A4 chromosome,3306969,6.04783413452016e-05,0,"[931540, 933240]",False,"(2992237, 2992737)",2992487,"(1555160, 1555660)",1555410,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2992487,1555410,nan,nan,nan,nan,nan,nan,nan,nan,2992482,nan,nan,nan,nan,nan,nan,nan,nan,nan,2945820,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039396.1,Duncaniella dubosii strain H5 chromosome,3598157,5.5584011481433414e-05,2,"[898840, 3760]",False,"(3551785, 3552285)",3552035,"(2512758, 2513258)",2513008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3552035,2513008,nan,nan,nan,nan,nan,nan,nan,nan,1230840,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041186.1,Persicimonas caeni strain YN101 chromosome,8047306,1.2426518887190321e-05,0,[160630],False,"(3662773, 3663273)",3663023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3663023,nan,nan,nan,nan,nan,nan,nan,nan,nan,3671048,nan,nan,nan,nan,nan,nan,nan,nan,nan,3663017,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CM017105.1,"Pseudoalteromonas luteoviolacea strain H2 chromosome, whole genome shotgun sequence",1136302,0.0,0,[68240],False,"(1134210, 1134710)",1134460,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1134460,nan,nan,nan,nan,nan,nan,nan,nan,nan,1134433,nan,nan,nan,nan,nan,nan,nan,nan,nan,1131020,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP030118.1,Brasilonema sennae CENA114 chromosome,7782641,0.0005653607817706097,0,"[1682040, 263710]",True,"(2681762, 2682262)",2682012,"(5847060, 5847560)",5847310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2682012,5847310,nan,nan,nan,nan,nan,nan,nan,nan,7774724,5847896,5155294,1309978,nan,nan,nan,nan,nan,nan,5861082,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041405.1,Paenibacillus thiaminolyticus strain NRRL B-4156 chromosome,6612542,1.5122777292000565e-05,0,[29520],False,"(3808822, 3809322)",3809072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3809072,nan,nan,nan,nan,nan,nan,nan,nan,nan,3808382,nan,nan,nan,nan,nan,nan,nan,nan,nan,3809858,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042163.1,Alkalihalobacillus miscanthi strain AK13 chromosome,4250708,2.35254926943935e-05,0,[64600],False,"(2835, 3335)",3085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3085,nan,nan,nan,nan,nan,nan,nan,nan,nan,4250455,nan,nan,nan,nan,nan,nan,nan,nan,nan,2979,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036261.1,Rosistilla ulvae strain EC9 chromosome,7475804,0.0005845525110075117,0,[479580],False,"(23582, 24082)",23832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23832,nan,nan,nan,nan,nan,nan,nan,nan,nan,23228,nan,nan,nan,nan,nan,nan,nan,nan,nan,47207,1459143,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036265.1,Alienimonas californiensis strain CA12 chromosome,5475215,5.479236888414428e-06,0,"[399640, 881730, 727670]",False,"(1416614, 1417114)",1416864,"(2905045, 2905545)",2905295,"(1917648, 1918148)",1917898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1416864,2905295,1917898,nan,nan,nan,nan,nan,nan,nan,1410356,2905143,1917620,nan,nan,nan,nan,nan,nan,nan,1390374,1873534,2868760,3414902,nan,nan,nan,nan,nan,nan
NZ_CP036267.1,Thalassoglobus polymorphus strain Mal48 chromosome,6357355,0.0018498259103038922,0,"[843190, 1436590, 1204970, 1864950]",False,"(5797940, 5798440)",5798190,"(6314976, 6315476)",6315226,"(93028, 93528)",93278,"(4136592, 4137092)",4136842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5798190,6315226,93278,4136842,nan,nan,nan,nan,nan,nan,5800211,6315252,93305,nan,nan,nan,nan,nan,nan,nan,5860459,57,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036269.1,Gimesia alba strain Pan241w chromosome,7769723,0.002236630572286811,0,[545670],False,"(7767701, 7768201)",7767951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7767951,nan,nan,nan,nan,nan,nan,nan,nan,nan,7767842,1465734,nan,nan,nan,nan,nan,nan,nan,nan,25403,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036271.1,Caulifigura coniformis strain Pan44 chromosome,6761146,0.0025787048526980487,0,"[342920, 18650, 401800, 23780, 56360]",True,"(4011070, 4011570)",4011320,"(1111558, 1112058)",1111808,"(4785075, 4785575)",4785325,"(6611195, 6611695)",6611445,"(5418639, 5419139)",5418889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4011320,1111808,4785325,6611445,5418889,nan,nan,nan,nan,nan,4010568,3112084,6063302,1114626,4779577,5418897,nan,nan,nan,nan,465295,1111808,4011757,4799667,5419830,nan,nan,nan,nan,nan
NZ_CP036316.1,Calycomorphotria hydatis strain V22 chromosome,5163473,0.002983263396554993,0,"[1021170, 41500, 126450, 1108420]",False,"(5147596, 5148096)",5147846,"(1529039, 1529539)",1529289,"(2925024, 2925524)",2925274,"(564839, 565339)",565089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5147846,1529289,2925274,565089,nan,nan,nan,nan,nan,nan,5147798,1529906,2925287,991920,nan,nan,nan,nan,nan,nan,5154120,2874229,2006059,1527831,3810686,nan,nan,nan,nan,nan
NZ_CP036339.1,Lacipirellula limnantheis strain I41 chromosome,6777282,0.0005329570172821494,0,"[1598890, 9480, 7890, 1501920, 977740, 135200, 110580]",False,"(5952, 6452)",6202,"(5172221, 5172721)",5172471,"(1472842, 1473342)",1473092,"(2233640, 2234140)",2233890,"(6034780, 6035280)",6035030,"(4348121, 4348621)",4348371,"(776298, 776798)",776548,nan,nan,nan,nan,nan,nan,6202,5172471,1473092,2233890,6035030,4348371,776548,nan,nan,nan,6374,5172166,1466629,5955065,4347893,2234171,776470,nan,nan,nan,6776894,2309267,5172640,1472158,776865,4299006,6035010,nan,nan,nan
NZ_CP036343.1,Gimesia algae strain Pan161 chromosome,7929454,0.0021980075803453808,0,[182090],False,"(7919432, 7919932)",7919682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7919682,nan,nan,nan,nan,nan,nan,nan,nan,nan,7916678,nan,nan,nan,nan,nan,nan,nan,nan,nan,7925782,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037920.1,Gimesia aquarii strain V144 chromosome,7397129,7.556985960363812e-05,3,[86910],False,"(7391783, 7392283)",7392033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7392033,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036426.1,"Tautonia plasticadhaerens strain ElP chromosome, complete genome",8668938,0.0,0,"[1926810, 2110, 21660, 1143560, 70460, 985840]",False,"(8434657, 8435157)",8434907,"(106412, 106912)",106662,"(1075821, 1076321)",1076071,"(7582973, 7583473)",7583223,"(4544206, 4544706)",4544456,"(2033111, 2033611)",2033361,nan,nan,nan,nan,nan,nan,nan,nan,8434907,106662,1076071,7583223,4544456,2033361,nan,nan,nan,nan,8434802,1076071,7584306,3776879,2947765,5574269,6708041,2034785,nan,nan,8434907,1072548,2131126,7583223,nan,nan,nan,nan,nan,nan
NZ_CP036319.1,Crateriforma conspicua strain Mal65 chromosome,7182433,1.3922858730460834e-05,0,[1147500],False,"(7093840, 7094340)",7094090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7094090,nan,nan,nan,nan,nan,nan,nan,nan,nan,7093928,nan,nan,nan,nan,nan,nan,nan,nan,nan,7151303,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036348.1,Rosistilla carotiformis strain Poly24 chromosome,7437004,2.689254974180463e-05,0,"[1056910, 1610]",False,"(7436526, 21)",7436776,"(2101577, 2102077)",2101827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7436776,2101827,nan,nan,nan,nan,nan,nan,nan,nan,7436853,2104825,nan,nan,nan,nan,nan,nan,nan,nan,7436773,2051980,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036349.1,Botrimarina mediterranea strain Spa11 chromosome,5871207,5.160778695079223e-05,0,"[158270, 23470, 124470]",False,"(5859696, 5860196)",5859946,"(915291, 915791)",915541,"(5259583, 5260083)",5259833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5859946,915541,5259833,nan,nan,nan,nan,nan,nan,nan,5867873,915509,5259023,1929213,2507264,nan,nan,nan,nan,nan,5859960,909286,5260196,nan,nan,nan,nan,nan,nan,nan
NZ_CP037423.1,Stieleria neptunia strain Enr13 chromosome,10975817,8.199845168701336e-05,0,"[1768720, 1612710, 827830]",False,"(10821538, 10822038)",10821788,"(9712128, 9712628)",9712378,"(6779852, 6780352)",6780102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10821788,9712378,6780102,nan,nan,nan,nan,nan,nan,nan,10835313,nan,nan,nan,nan,nan,nan,nan,nan,nan,10746877,5644364,7802905,nan,nan,nan,nan,nan,nan,nan
NZ_CP037452.1,Gimesia fumaroli strain Enr17 chromosome,7704373,2.5959283124012817e-05,0,"[1543880, 324730]",False,"(7652626, 7653126)",7652876,"(6874597, 6875097)",6874847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7652876,6874847,nan,nan,nan,nan,nan,nan,nan,nan,7652864,6875819,nan,nan,nan,nan,nan,nan,nan,nan,25685,6892055,6231384,nan,nan,nan,nan,nan,nan,nan
