RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9
NC_015152,Spirochaeta sp. Buddy chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta","(1512.0, 1727.0)",,,,3316466,False,0.4887434395528252,3316456,,,,,,,,,,1.0,,,,,,,,,
NC_013440,Haliangium ochraceum DSM 14365,"Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Nannocystineae, Haliangiaceae, Haliangium","(1606.0, 2322.0)",,,,9446314,False,0.694833879119411,9443244,811620.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP020772,"Halobacillus mangrovi strain KTB 131 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Halobacillus","(202537.0, 203219.0)","(201010.0, 201183.0)",,,4142697,False,0.4155773400758009,188639,,,,,,,,,,1.0,,,,,,,,,
NC_016633,Sphaerochaeta pleomorpha str. Grapes chromosome,"Bacteria, Spirochaetes, Spirochaetales, Sphaerochaeta","(2116336.0, 2116549.0)",,,,3590853,True,0.4619729629700798,2115240,6290.0,,,,,,,,,0.7,0.3,,,,,,,,
NZ_CP017075,"Novosphingobium resinovorum strain SA1, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium","(2907814.0, 2908159.0)",,,,3778345,False,0.65627860875595,2924113,,,,,,,,,,1.0,,,,,,,,,
NC_015684,Oligotropha carboxidovorans OM5 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Oligotropha","(3594586.0, 100.0)",,,,3595748,False,0.6247545712324668,88647,,,,,,,,,,1.0,,,,,,,,,
NZ_AP012333,"Parascardovia denticolens DSM 10105 = JCM 12538 DNA, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Parascardovia","(1890319.0, 1890857.0)","(1843.0, 2429.0)",,,1890857,False,0.5831297660267276,6925,1472931.0,,,,,,,,,0.8,0.2,,,,,,,,
NC_010503,Ureaplasma parvum serovar 3 str. ATCC 27815,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Ureaplasma","(751536.0, 26.0)",,,,751679,True,0.2549652178656049,209678,533259.0,40228.0,,,,,,,,0.4117647058823529,0.4117647058823529,0.1764705882352941,,,,,,,
NZ_CP023525,"Cedecea neteri strain FDAARGOS_392 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Cedecea","(5039096.0, 5039465.0)",,,,5214802,False,0.5450697840493273,5090433,,,,,,,,,,1.0,,,,,,,,,
NZ_CP014226,"Halomonas chromatireducens strain AGD 8-3, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas","(1152643.0, 1153143.0)",,,,3973651,False,0.6280289839243557,3944159,3268333.0,1713416.0,1036162.0,2417868.0,,,,,,0.34375,0.28125,0.15625,0.15625,0.0625,,,,,
NZ_AP014638,Leptolyngbya boryana IAM M-101 DNA,"Bacteria, Cyanobacteria, Synechococcales, Leptolyngbyaceae, Leptolyngbya","(2064960.0, 2065513.0)",,,,6176364,True,0.4699426717725833,22891,2453435.0,4704189.0,5448131.0,1923189.0,3719069.0,1008525.0,,,,0.3170731707317073,0.2195121951219512,0.1219512195121951,0.1219512195121951,0.073170731707317,0.073170731707317,0.073170731707317,,,
NZ_CP014176,"Clostridium botulinum strain 89G, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(177789.0, 178400.0)","(176180.0, 176438.0)",,,4662988,False,0.2884830499242117,45762,,,,,,,,,,1.0,,,,,,,,,
NC_013517,Sebaldella termitidis ATCC 33386,"Bacteria, Fusobacteria, Fusobacteriales, Fusobacteriaceae, Sebaldella","(4418805.0, 360.0)",,,,4418842,False,0.334515920686913,4409949,,,,,,,,,,1.0,,,,,,,,,
NZ_CP024035,"Bacillus aryabhattai strain K13 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(5035062.0, 5035815.0)","(1345.0, 1530.0)",,,5035815,False,0.383278972718418,2084,,,,,,,,,,1.0,,,,,,,,,
NC_011244,Borrelia recurrentis A1,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Borrelia","(476440.0, 476702.0)",,,,930981,False,0.2751817706268978,483493,,,,,,,,,,1.0,,,,,,,,,
NC_018010,Belliella baltica DSM 15883 chromosome,"Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Belliella","(1061213.0, 1061720.0)",,,,4196595,True,0.3681313064520164,2756148,1069179.0,4195336.0,600955.0,,,,,,,0.4444444444444444,0.2777777777777778,0.1666666666666666,0.1111111111111111,,,,,,
NC_009465,Candidatus Vesicomyosocius okutanii HA,"Bacteria, Proteobacteria, Gammaproteobacteria, sulfur-oxidizing symbionts","(1294.0, 1506.0)",,,,1022154,False,0.3159494557571559,4,360804.0,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,
NZ_LT906446,"Megamonas hypermegale strain NCTC10570 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Negativicutes, Selenomonadales, Selenomonadaceae, Megamonas","(1934045.0, 1934300.0)",,,,2230342,False,0.3377186099710269,1933260,,,,,,,,,,1.0,,,,,,,,,
NC_008610,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),"Bacteria, Proteobacteria, Gammaproteobacteria, sulfur-oxidizing symbionts","(1332.0, 1542.0)",,,,1160782,False,0.3403343608015975,5588,,,,,,,,,,1.0,,,,,,,,,
NC_012881,Desulfovibrio salexigens DSM 2638,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(4233400.0, 4233746.0)",,,,4289847,False,0.4709275179277956,4236237,,,,,,,,,,1.0,,,,,,,,,
NC_017668,Halobacillus halophilus DSM 2266,"Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Halobacillus","(4150462.0, 514.0)","(1868.0, 2043.0)",,,4150632,False,0.4182312476750529,3880,,,,,,,,,,1.0,,,,,,,,,
NC_009495,Clostridium botulinum A str. ATCC 3502,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3886362.0, 3886916.0)","(1348.0, 1609.0)",,,3886916,False,0.2824468035841268,3886683,,,,,,,,,,1.0,,,,,,,,,
NC_014150,Brachyspira murdochii DSM 12563 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Brachyspiraceae, Brachyspira","(1596291.0, 1597162.0)",,,,3241804,True,0.2775143099336049,1580971,2053187.0,,,,,,,,,0.7142857142857143,0.2857142857142857,,,,,,,,
NZ_CP013232,"Collimonas fungivorans strain Ter6, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Collimonas","(5500094.0, 5500619.0)",,,,5599729,False,0.5898958681750491,10325,992775.0,,,,,,,,,0.8235294117647058,0.1764705882352941,,,,,,,,
NC_015167,Cellulophaga lytica DSM 7489 chromosome,"Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae, Cellulophaga","(1515608.0, 1516667.0)",,,,3765936,True,0.3211090151293065,1021549,1455705.0,,,,,,,,,0.6,0.4,,,,,,,,
NC_015185,Desulfurobacterium thermolithotrophum DSM 11699 chromosome,"Bacteria, Aquificae, Aquificales, Desulfurobacteriaceae, Desulfurobacterium","(2516.0, 2735.0)",,,,1541968,True,0.3494858518464715,5061,1285449.0,1146395.0,172972.0,607977.0,436215.0,,,,,0.28125,0.21875,0.21875,0.09375,0.09375,0.09375,,,,
NC_011420,Rhodospirillum centenum SW,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Rhodospirillum","(2881635.0, 2881977.0)",,,,4355543,True,0.7046127199295242,3969250,2768176.0,4345486.0,538310.0,2047018.0,3273281.0,,,,,0.28,0.28,0.12,0.12,0.12,0.08,,,,
NC_013757,Geodermatophilus obscurus DSM 43160,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Geodermatophilaceae, Geodermatophilus","(2069.0, 2786.0)",,,,5322497,False,0.7398410933815462,40322,4060567.0,935564.0,4620662.0,1770457.0,3447734.0,,,,,0.28125,0.21875,0.15625,0.15625,0.09375,0.09375,,,,
NC_015385,Treponema succinifaciens DSM 2489 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(1488.0, 1779.0)",,,,2731853,False,0.3916323462499629,8558,2060944.0,,,,,,,,,0.7777777777777778,0.2222222222222222,,,,,,,,
NC_015387,Marinithermus hydrothermalis DSM 14884 chromosome,"Bacteria, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Marinithermus","(1392.0, 1660.0)",,,,2269167,True,0.6807581813061797,1832817,2116.0,,,,,,,,,0.5,0.5,,,,,,,,
NZ_CP006842,"Corynebacterium glyciniphilum AJ 3170, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(3508978.0, 3509654.0)",,,,3509786,False,0.6481654437051148,5212,,,,,,,,,,1.0,,,,,,,,,
NZ_CP016278,Diaphorobacter polyhydroxybutyrativorans strain SL-205 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Diaphorobacter","(3217448.0, 3217785.0)",,,,4061276,False,0.6665469177667315,3215788,,,,,,,,,,1.0,,,,,,,,,
NZ_CP011158,"Moraxella ovis strain 199/55, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella","(2264847.0, 2265514.0)",,,,2265514,False,0.4535632973356157,196,,,,,,,,,,1.0,,,,,,,,,
NC_017583,Spirochaeta thermophila DSM 6578 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta","(2559924.0, 51.0)",,,,2560222,False,0.6091831099021882,1775,1460786.0,,,,,,,,,0.75,0.25,,,,,,,,
NC_013441,Gordonia bronchialis DSM 43247,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Gordoniaceae, Gordonia","(5208383.0, 332.0)","(1863.0, 2448.0)",,,5208602,False,0.6707241213669234,5172848,3133956.0,,,,,,,,,0.8461538461538461,0.1538461538461538,,,,,,,,
NC_007481,Pseudoalteromonas haloplanktis TAC125 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(3208603.0, 3209028.0)",,,,3214944,False,0.4023482213064986,3445,,,,,,,,,,1.0,,,,,,,,,
NZ_CP021780,"Paenibacillus donghaensis strain KCTC 13049 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(7061319.0, 7061993.0)",,,,8542333,False,0.496691711737297,7064784,823.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_014212,Meiothermus silvanus DSM 9946 chromosome,"Bacteria, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Meiothermus","(1446.0, 1735.0)",,,,3249394,False,0.6236362841809888,45531,,,,,,,,,,1.0,,,,,,,,,
NC_005042,Prochlorococcus marinus subsp. marinus str. CCMP1375,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1750905.0, 173.0)",,,,1751080,False,0.364421385659136,31,,,,,,,,,,1.0,,,,,,,,,
NC_018020,Turneriella parva DSM 21527 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Turneriella","(1371958.0, 1372413.0)",,,,4384015,True,0.5363478455251636,4381261,1314889.0,,,,,,,,,0.5714285714285714,0.4285714285714285,,,,,,,,
NZ_CP016543,"Planococcus donghaensis strain DSM 22276, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3304674.0, 3305371.0)","(1345.0, 1517.0)",,,3305371,False,0.4005846847449197,2457,,,,,,,,,,1.0,,,,,,,,,
NZ_CP012401,"Azospirillum thiophilum strain BV-S chromosome 1, complete sequence.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum","(1005384.0, 1005879.0)",,,,3037424,False,0.6798260631377114,942299,2746536.0,1720557.0,,,,,,,,0.5,0.2857142857142857,0.2142857142857142,,,,,,,
NC_003910,Colwellia psychrerythraea 34H,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Colwellia","(5367414.0, 5367871.0)",,,,5373180,False,0.3800542695387089,5370862,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022752,"Actinopolyspora erythraea strain YIM 90600 chromosome, complete genome.","Bacteria, Actinobacteria, Actinopolysporales, Actinopolysporaceae, Actinopolyspora","(1894.0, 3055.0)",,,,5243930,False,0.6878038036358227,5243173,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022115,Laribacter hongkongensis strain HLGZ1 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales,Chromobacteriaceae, Laribacter","(12659.0, 13268.0)",,,,3424272,False,0.6229125490031165,7157,2768079.0,1486644.0,,,,,,,,0.5,0.2777777777777778,0.2222222222222222,,,,,,,
NC_010554,Proteus mirabilis HI4320 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Proteus","(3445098.0, 3445819.0)",,,,4063606,False,0.3889968663300526,3356546,,,,,,,,,,1.0,,,,,,,,,
NC_009828,Thermotoga lettingae TMO,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(157248.0, 157755.0)",,,,2135342,False,0.3869703307479551,164560,1712378.0,1337732.0,746902.0,912944.0,,,,,,0.2857142857142857,0.2142857142857142,0.2142857142857142,0.1428571428571428,0.1428571428571428,,,,,
NZ_CP021060,"Taylorella equigenitalis strain 92-0972 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Taylorella","(1662736.0, 1663127.0)",,,,1666291,False,0.3752039709750577,129,1356903.0,1191001.0,,,,,,,,0.6923076923076923,0.1538461538461538,0.1538461538461538,,,,,,,
NC_014722,Burkholderia rhizoxinica HKI 454 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(112690.0, 113221.0)",,,,2755309,False,0.6121023086702798,99941,,,,,,,,,,1.0,,,,,,,,,
NZ_CP023074,"Enterococcus thailandicus strain a523 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(2645733.0, 2646250.0)","(1336.0, 1504.0)",,,2646250,False,0.3684814359943316,2644116,,,,,,,,,,1.0,,,,,,,,,
NC_015968,Enterobacter asburiae LF7a chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(4766429.0, 4766802.0)",,,,4812833,False,0.5385038292415298,4786240,,,,,,,,,,1.0,,,,,,,,,
NC_013720,Pirellula staleyi DSM 6068,"Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Pirellula","(1281155.0, 1281631.0)",,,,6196199,False,0.574646973087856,1284099,1826297.0,6196179.0,,,,,,,,0.6428571428571429,0.2142857142857142,0.1428571428571428,,,,,,,
NZ_CP021377,"Oceanisphaera profunda strain SM1222 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Oceanisphaera","(1723847.0, 1724336.0)",,,,3508860,False,0.4977291769976573,1708573,,,,,,,,,,1.0,,,,,,,,,
NZ_CP019640,"Planococcus maritimus strain Y42 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3718418.0, 3718896.0)","(1345.0, 1522.0)",,,3718896,False,0.4875401194332942,3739,,,,,,,,,,1.0,,,,,,,,,
NZ_CP018888,"Lactobacillus amylophilus DSM 20533 = JCM 1125, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(762543.0, 763021.0)",,,,1610352,False,0.436536235555953,765229,347961.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_AP012544,"Lactobacillus casei subsp. casei ATCC 393 DNA, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1351.0, 1523.0)",,,,2924929,False,0.479152485410757,2921954,,,,,,,,,,1.0,,,,,,,,,
NZ_CP016174,"Amycolatopsis orientalis strain B-37, complete genome.","Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis","(9489859.0, 9490992.0)",,,,9490992,False,0.6882991788424224,26951,8617578.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP009286,"Paenibacillus stellifer strain DSM 14472, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(5658214.0, 86.0)",,,,5658798,False,0.5354289020389136,3026,,,,,,,,,,1.0,,,,,,,,,
NZ_CP016210,"Azoarcus olearius strain DQS4, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus","(4436121.0, 4436511.0)",,,,4451751,False,0.6783333119934156,35873,,,,,,,,,,1.0,,,,,,,,,
NC_022905,Brucella ceti TE10759-12 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(2117647.0, 191.0)",,,,2117718,False,0.5715822408838193,2267,387881.0,,,,,,,,,0.6,0.4,,,,,,,,
NC_022906,Brucella ceti TE10759-12 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(91699.0, 92065.0)",,,,1160316,False,0.5735497916084928,99993,,,,,,,,,,1.0,,,,,,,,,
NC_013422,Halothiobacillus neapolitanus c2,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Halothiobacillaceae, Halothiobacillus","(2508187.0, 2508603.0)",,,,2582886,True,0.5471364202678709,2580806,250949.0,,,,,,,,,0.8,0.2,,,,,,,,
NC_023063,Ehrlichia muris AS145,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia","(1.0, 423.0)",,,,1196717,False,0.2966407262535754,1401,,,,,,,,,,1.0,,,,,,,,,
NC_008825,Methylibium petroleiphilum PM1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Methylibium","(4044058.0, 185.0)","(1590.0, 1823.0)",,,4044195,False,0.6919775134482882,4035618,444571.0,,,,,,,,,0.5625,0.4375,,,,,,,,
NZ_CP022096,"Staphylococcus pettenkoferi strain FDAARGOS_288 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(1843748.0, 1844474.0)","(1842157.0, 1842388.0)",,,2502360,False,0.3891626304768298,1823606,,,,,,,,,,1.0,,,,,,,,,
NZ_CP024610,"Lactobacillales bacterium strain NIBRBAC000499792 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, unclassified Lactobacillales (miscellaneous)","(275732.0, 275896.0)","(273878.0, 274354.0)",,,1548794,True,0.3308206255964318,8051,306779.0,,,,,,,,,0.7,0.3,,,,,,,,
NZ_CP017269,"Geosporobacter ferrireducens strain IRF9 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Geosporobacter","(2828675.0, 2829267.0)","(2827107.0, 2827339.0)",,,5792634,False,0.3860932694867309,2824005,,,,,,,,,,1.0,,,,,,,,,
NZ_CP018135,"Neomicrococcus aestuarii strain B18, complete genome.","Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Neomicrococcus","(1863771.0, 1864155.0)","(1861909.0, 1862339.0)",,,2667837,False,0.5914615473134228,1902412,,,,,,,,,,1.0,,,,,,,,,
NC_019892,Singulisphaera acidiphila DSM 18658 chromosome,"Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Singulisphaera","(9528246.0, 9529015.0)",,,,9629675,True,0.6226605778492005,4617387,102938.0,,,,,,,,,0.5,0.5,,,,,,,,
NZ_LT906441,"Cutibacterium granulosum strain NCTC11865 genome assembly, chromosome: 1.","Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Cutibacterium","(495100.0, 495635.0)",,,,2175244,True,0.6419040806456655,8994,500125.0,1284460.0,,,,,,,,0.45,0.45,0.1,,,,,,,
NC_009831,Shewanella sediminis HAW-EB3,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4368.0, 4811.0)",,,,5517674,False,0.4607787629352513,5510969,,,,,,,,,,1.0,,,,,,,,,
NC_022663,Mycobacterium kansasii ATCC 12478,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium","(3241172.0, 3241681.0)","(3238910.0, 3239566.0)",,,6432277,False,0.6623954472109954,3245920,6045724.0,,,,,,,,,0.6923076923076923,0.3076923076923077,,,,,,,,
NC_015945,Muricauda ruestringensis DSM 13258 chromosome,"Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Muricauda","(1428186.0, 1428778.0)",,,,3842422,False,0.4135797681774672,1368131,3366079.0,1791130.0,,,,,,,,0.6,0.2,0.2,,,,,,,
NC_023065,Magnetospirillum gryphiswaldense MSR-1 v2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Magnetospirillum","(3388932.0, 3389333.0)",,,,4365796,False,0.6328497712673703,13763,,,,,,,,,,1.0,,,,,,,,,
NC_011963,Rhodobacter sphaeroides KD131 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter","(2678294.0, 2678681.0)",,,,3152792,False,0.6917614609527047,2709179,429996.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_010505,Methylobacterium radiotolerans JCM 2831,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium","(4549435.0, 4549921.0)",,,,6077833,True,0.715020797708657,515999,4917.0,4075156.0,3354152.0,2194582.0,1631203.0,2722091.0,4639408.0,,,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1632653061224489,0.1020408163265306,0.1020408163265306,0.0408163265306122,0.0408163265306122,,
NC_013385,Ammonifex degensii KC4,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Moorella group, Ammonifex","(2129201.0, 187.0)",,,,2129237,False,0.5944843152734994,1243,373163.0,,,,,,,,,0.6923076923076923,0.3076923076923077,,,,,,,,
NZ_LN681225,"Legionella hackeliae genome assembly LHA, chromosome : I.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(3440940.0, 671.0)",,,,3440975,False,0.3902097515965678,3432820,,,,,,,,,,1.0,,,,,,,,,
NZ_CP006764,"Corynebacterium doosanense CAU 212 = DSM 45436, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2670972.0, 2671798.0)","(1570.0, 2434.0)",,,2671798,False,0.66848541693646,10876,1405814.0,2205912.0,1705866.0,608409.0,854092.0,,,,,0.3214285714285714,0.25,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.1071428571428571,,,,
NZ_CP009245,"Corynebacterium aquilae DSM 44791 strain S-613, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2924948.0, 101.0)","(1962.0, 2961.0)",,,2926437,True,0.6091701273596527,391178,1381167.0,854518.0,2173754.0,1913152.0,1103808.0,2475240.0,,,,0.2857142857142857,0.2142857142857142,0.1666666666666666,0.1666666666666666,0.0714285714285714,0.0476190476190476,0.0476190476190476,,,
NZ_CP006950,Dehalococcoides mccartyi CG4,"Bacteria, Chloroflexi, Dehalococcoidia, Dehalococcoidales,Dehalococcoidaceae, Dehalococcoides","(1599.0, 1925.0)",,,,1382308,False,0.4871960518205783,1710,,,,,,,,,,1.0,,,,,,,,,
NC_017098,Spirochaeta africana DSM 8902 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta","(1402.0, 1632.0)",,,,3285855,False,0.5776615218869975,9782,1178193.0,,,,,,,,,0.8571428571428571,0.1428571428571428,,,,,,,,
NC_010729,Porphyromonas gingivalis ATCC 33277,"Bacteria, Bacteroidetes, Bacteroidetes (class), Bacteroidales, Porphyromonadaceae, Porphyromonas","(2176588.0, 2177156.0)",,,,2354886,True,0.4835928363411222,872503,221135.0,7769.0,2176664.0,639483.0,1817872.0,,,,,0.25,0.15,0.15,0.15,0.15,0.15,,,,
NZ_CP009429,"Sphingopyxis macrogoltabida strain 203, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis","(4860289.0, 4860639.0)",,,,5174928,False,0.6514805616619207,5005829,,,,,,,,,,1.0,,,,,,,,,
NC_018024,Anaerobaculum mobile DSM 13181 chromosome,"Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Anaerobaculum","(2160606.0, 232.0)","(1571.0, 1776.0)",,,2160700,False,0.4796806590456796,2157873,,,,,,,,,,1.0,,,,,,,,,
NZ_CP020028,"Paenibacillus kribbensis strain AM49 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(5656771.0, 5657839.0)","(5655238.0, 5655423.0)",,,5778702,False,0.4678514309960956,5709831,,,,,,,,,,1.0,,,,,,,,,
NC_015500,Treponema brennaborense DSM 12168 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(1594.0, 1840.0)",,,,3055580,False,0.5147294458007973,3054004,,,,,,,,,,1.0,,,,,,,,,
NC_013009,Neorickettsia risticii str. Illinois,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Neorickettsia","(876108.0, 876518.0)",,,,879977,True,0.4127130595458745,225543,877951.0,797045.0,,,,,,,,0.5,0.3,0.2,,,,,,,
NC_023150,Rhodococcus pyridinivorans SB3094,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Nocardiaceae, Rhodococcus","(3535749.0, 3536335.0)",,,,5227080,True,0.6798457264859157,1805882,557526.0,4277798.0,3195786.0,4735886.0,,,,,,0.3181818181818182,0.3181818181818182,0.1363636363636363,0.1363636363636363,0.0909090909090909,,,,,
NC_012912,Dickeya zeae Ech1591,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Dickeya","(4727076.0, 4727453.0)",,,,4813854,False,0.5451725374305079,4805911,,,,,,,,,,1.0,,,,,,,,,
