RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,N_penalty,O_penalty,D_penalty,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,xy_oriC_0,xy_oriC_1,xy_oriC_2,xy_oriC_3,xy_oriC_4,xy_oriC_5,xy_oriC_6,xy_oriC_7,xy_oriC_8,xgc_oriC_0,xgc_oriC_1,xgc_oriC_2,xgc_oriC_3,xgc_oriC_4,xgc_oriC_5,xgc_oriC_6,xgc_oriC_7,ygc_oriC_0,ygc_oriC_1,ygc_oriC_2,ygc_oriC_3,ygc_oriC_4,ygc_oriC_5,ygc_oriC_6,ygc_oriC_7,ygc_oriC_8
NC_015520,Mahella australiensis 50-1 BON chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family IV. Incertae Sedis, Mahella","(3135654.0, 62.0)","(1446.0, 1684.0)",,,3135972,0.0,0,[185990],False,"(8887, 9387)",9137,,,,,,,,,,,,,,,,,9137.0,,,,,,,,,3135804.0,,,,,,,,9133.0,,,,,,,,
NC_015958,Thermoanaerobacter wiegelii Rt8.B1 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Thermoanaerobacter","(2784490.0, 113.0)",,,,2785056,0.0,0,[48730],False,"(2167, 2667)",2417,,,,,,,,,,,,,,,,,2417.0,,,,,,,,,2784963.0,,,,,,,,2345.0,,,,,,,,
NC_014833,Ruminococcus albus 7 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus","(3684714.0, 6.0)","(1387.0, 1871.0)",,,3685408,0.0,0,[681020],False,"(33862, 34362)",34112,,,,,,,,,,,,,,,,,34112.0,,,,,,,,,1455.0,3379746.0,,,,,,,35506.0,3016643.0,,,,,,,
NC_018704,Amphibacillus xylanus NBRC 15112,"Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Amphibacillus","(2569357.0, 476.0)","(1827.0, 2018.0)",,,2569486,0.0,0,[207690],False,"(10545, 11045)",10795,,,,,,,,,,,,,,,,,10795.0,,,,,,,,,246.0,,,,,,,,10630.0,,,,,,,,
NZ_CP024962,"Entomoplasma freundtii strain BARC 318 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma","(837310.0, 838114.0)",,,,838114,0.0,0,"[102530, 150030, 81790]",True,"(7166, 7666)",7416,"(163613, 164113)",163863.0,"(303995, 304495)",304245.0,,,,,,,,,,,,,7416.0,163863.0,304245.0,,,,,,,11937.0,834902.0,167464.0,667316.0,298566.0,508009.0,,,4291.0,526450.0,303693.0,163375.0,19438.0,,,,
NC_020059,Rhizobium tropici CIAT 899,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium","(1.0, 426.0)",,,,3837060,0.0,0,"[574300, 213280]",False,"(3825976, 3826476)",3826226,"(730522, 731022)",730772.0,,,,,,,,,,,,,,,3826226.0,730772.0,,,,,,,,3815560.0,759406.0,,,,,,,3826224.0,730691.0,,,,,,,
NZ_CP021323,"Kushneria sp. X49, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Kushneria","(1171354.0, 1171685.0)",,,,3584631,0.0,0,[224420],False,"(1203347, 1203847)",1203597,,,,,,,,,,,,,,,,,1203597.0,,,,,,,,,1202027.0,,,,,,,,1213248.0,,,,,,,,
NC_019970,Thermoanaerobacterium thermosaccharolyticum M0795,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermoanaerobacterium","(2783316.0, 408.0)",,,,2783395,0.0,0,[716800],False,"(35556, 36056)",35806,,,,,,,,,,,,,,,,,35806.0,,,,,,,,,2783352.0,,,,,,,,35799.0,,,,,,,,
NC_013895,Clostridiales genomosp. BVAB3 str. UPII9-5 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales","(96580.0, 96821.0)",,,,1809746,0.0,0,[7610],False,"(1809053, 1809553)",1809303,,,,,,,,,,,,,,,,,1809303.0,,,,,,,,,1809651.0,,,,,,,,1809271.0,,,,,,,,
NZ_CP018420,"Pseudomonas veronii strain R02 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6852225.0, 6852809.0)",,,,6852809,0.0,0,[381460],False,"(6841484, 6841984)",6841734,,,,,,,,,,,,,,,,,6841734.0,,,,,,,,,6842552.0,,,,,,,,8817.0,,,,,,,,
NZ_CP007029,Thioalkalivibrio paradoxus ARh 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales,Ectothiorhodospiraceae, Thioalkalivibrio","(1493.0, 1713.0)",,,,3756729,0.0,0,[67390],False,"(3751521, 3752021)",3751771,,,,,,,,,,,,,,,,,3751771.0,,,,,,,,,3750598.0,,,,,,,,3753967.0,,,,,,,,
NC_015554,Alteromonas sp. SN2 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4972076.0, 689.0)",,,,4972148,0.0,0,[114670],False,"(4965629, 4966129)",4965879,,,,,,,,,,,,,,,,,4965879.0,,,,,,,,,4971360.0,,,,,,,,4965627.0,,,,,,,,
NZ_CP024159,"Pseudomonas mosselii strain PtA1 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5741684.0, 99.0)",,,,5742165,0.0,0,[610420],False,"(5720491, 5720991)",5720741,,,,,,,,,,,,,,,,,5720741.0,,,,,,,,,5720741.0,4717812.0,,,,,,,9098.0,,,,,,,,
NC_014225,Waddlia chondrophila WSU 86-1044 chromosome,"Bacteria, Chlamydiae, Chlamydiales, Waddliaceae, Waddlia","(44222.0, 44612.0)",,,,2116312,0.0,0,[72020],False,"(3482, 3982)",3732,,,,,,,,,,,,,,,,,3732.0,,,,,,,,,211.0,,,,,,,,3812.0,,,,,,,,
NZ_CP019343,"Oceanicoccus sagamiensis strain NBRC 107125 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Oceanicoccus","(1683517.0, 1684140.0)",,,,4472079,0.0,0,[931110],False,"(1625518, 1626018)",1625768,,,,,,,,,,,,,,,,,1625768.0,,,,,,,,,1676453.0,,,,,,,,1629897.0,,,,,,,,
NC_015672,Flexistipes sinusarabici DSM 4947 chromosome,"Bacteria, Deferribacteres, Deferribacterales, Deferribacteraceae, Flexistipes","(2526243.0, 79.0)","(1415.0, 1690.0)",,,2526590,0.0,0,"[49930, 127760]",False,"(873, 1373)",1123,"(2281423, 2281923)",2281673.0,,,,,,,,,,,,,,,1123.0,2281673.0,,,,,,,,390.0,2281667.0,,,,,,,2886.0,2288055.0,,,,,,,
NC_019897,Thermobacillus composti KWC4 chromosome,"Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Thermobacillus","(3988644.0, 3989447.0)",,,,4206343,0.0,0,"[150, 194070]",False,"(4206067, 223)",4206317,"(172015, 172515)",172265.0,,,,,,,,,,,,,,,4206317.0,172265.0,,,,,,,,4206311.0,161280.0,,,,,,,4206318.0,170983.0,,,,,,,
NZ_CP007030,"Thioalkalimicrobium aerophilum AL3, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Thiomicrospira","(2158193.0, 65.0)",,,,2158359,0.0,0,[105340],False,"(2153384, 2153884)",2153634,,,,,,,,,,,,,,,,,2153634.0,,,,,,,,,2153591.0,1915968.0,,,,,,,500.0,,,,,,,,
NC_015581,Thioalkalimicrobium cyclicum ALM1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Thioalkalimicrobium","(1932282.0, 85.0)",,,,1932455,0.0,0,[360700],False,"(1914216, 1914716)",1914466,,,,,,,,,,,,,,,,,1914466.0,,,,,,,,,1914470.0,,,,,,,,1896435.0,1066738.0,,,,,,,
NC_015276,Marinomonas mediterranea MMB-1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Marinomonas","(4683848.0, 58.0)",,,,4684316,0.0,0,[507100],False,"(25105, 25605)",25355,,,,,,,,,,,,,,,,,25355.0,,,,,,,,,25363.0,,,,,,,,8.0,,,,,,,,
NZ_CP024964,"Entomoplasma melaleucae strain M1 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma","(844994.0, 845295.0)",,,,845295,0.0,2,"[3020, 2940]",False,"(844882, 86)",845132,"(341613, 342113)",341863.0,,,,,,,,,,,,,,,,,,,,,,,,845132.0,341863.0,,,,,,,,,,,,,,,
NZ_CP023668,"Mesoplasma lactucae ATCC 49193 strain 831-C4 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Mesoplasma","(710911.0, 711259.0)",,,,837471,0.0,2,[118180],False,"(716839, 717339)",717089,,,,,,,,,,,,,,,,,,,,,,,,,,717089.0,,,,,,,,,,,,,,,,
NC_016627,Clostridium clariflavum DSM 19732 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4897496.0, 566.0)","(1902.0, 2303.0)",,,4897678,0.0,0,[445060],False,"(4875160, 4875660)",4875410,,,,,,,,,,,,,,,,,4875410.0,,,,,,,,,4897669.0,,,,,,,,4875416.0,,,,,,,,
NZ_CP019240,"Rhodoferax antarcticus strain DSM 24876, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Rhodoferax","(693709.0, 694114.0)",,,,3916274,0.0,1,[2143520],False,"(193989, 194489)",194239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301415.0,,,,,,,,
NC_015588,Isoptericola variabilis 225 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Promicromonosporaceae, Isoptericola","(3307550.0, 190.0)","(1610.0, 2203.0)",,,3307740,0.0,0,"[579250, 969510]",True,"(713170, 713670)",713420,"(2772750, 2773250)",2773000.0,,,,,,,,,,,,,,,713420.0,2773000.0,,,,,,,,3305869.0,1723841.0,2382588.0,2774307.0,,,,,2725832.0,,,,,,,,
NZ_CP007520,Mycoplasma yeatsii GM274B chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(894764.0, 895051.0)",,,,895051,0.0,2,[10],False,"(894800, 250)",0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
NZ_CP009159,"Actinobacillus suis ATCC 33415, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Actinobacillus","(2066154.0, 2066625.0)",,,,2501598,0.0,0,"[14610, 111880]",False,"(2065446, 2065946)",2065696,"(642, 1142)",892.0,,,,,,,,,,,,,,,2065696.0,892.0,,,,,,,,2065995.0,,,,,,,,2060401.0,,,,,,,,
NC_015732,Spirochaeta caldaria DSM 7334 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta","(1452.0, 1649.0)",,,,3239340,0.0,0,[5370],False,"(936, 1436)",1186,,,,,,,,,,,,,,,,,1186.0,,,,,,,,,1165.0,2666063.0,,,,,,,1433.0,,,,,,,,
NZ_CP011530,Mycobacterium immunogenum strain CCUG 47286,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(5573659.0, 5573781.0)",,,,5573781,0.0,0,[490],False,"(5573388, 106)",5573638,,,,,,,,,,,,,,,,,5573638.0,,,,,,,,,5573638.0,,,,,,,,5573662.0,,,,,,,,
NC_017790,Deinococcus gobiensis I-0 chromosome,"Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1363.0, 1781.0)",,,,3137147,2.5500877070790755e-06,0,[1200],False,"(3136750, 102)",3137000,,,,,,,,,,,,,,,,,3137000.0,,,,,,,,,3137060.0,1375164.0,,,,,,,3137000.0,2713668.0,911495.0,,,,,,
NC_018013,Aequorivita sublithincola DSM 14238 chromosome,"Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aequorivita","(3520662.0, 198.0)",,,,3520671,0.0,3,[107280],False,"(3510606, 3511106)",3510856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510856.0,,,,,,,,
NZ_CP013990,Leclercia adecarboxylata strain USDA-ARS-USMARC-60222,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales,Enterobacteriaceae, Leclercia","(4154.0, 4526.0)",,,,4803917,0.0,0,[944450],False,"(95054, 95554)",95304,,,,,,,,,,,,,,,,,95304.0,,,,,,,,,72745.0,,,,,,,,25523.0,,,,,,,,
NC_015499,Thermodesulfobium narugense DSM 14796 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermodesulfobiaceae, Thermodesulfobium","(1381.0, 1609.0)",,,,1898865,0.0,0,[2010],False,"(1898529, 163)",1898779,,,,,,,,,,,,,,,,,1898779.0,,,,,,,,,1803.0,,,,,,,,1703.0,,,,,,,,
NC_019978,Halobacteroides halobius DSM 5150,"Bacteria, Firmicutes, Clostridia, Halanaerobiales, Halobacteroidaceae, Halobacteroides","(2649204.0, 307.0)","(1685.0, 1969.0)",,,2649255,0.0,0,[52580],False,"(2381, 2881)",2631,,,,,,,,,,,,,,,,,2631.0,,,,,,,,,135.0,,,,,,,,2764.0,,,,,,,,
NC_014328,Clostridium ljungdahlii DSM 13528 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4629569.0, 100.0)","(1454.0, 1709.0)",,,4630065,0.0,0,[198170],False,"(4619920, 4620420)",4620170,,,,,,,,,,,,,,,,,4620170.0,,,,,,,,,928.0,,,,,,,,4621084.0,,,,,,,,
NC_014935,Nitratifractor salsuginis DSM 16511 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Nitratifractor","(2101065.0, 110.0)",,,,2101285,0.0,0,[101750],False,"(3100, 3600)",3350,,,,,,,,,,,,,,,,,3350.0,,,,,,,,,6430.0,,,,,,,,1343.0,,,,,,,,
NZ_CP009687,"Clostridium aceticum strain DSM 1496, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4200808.0, 100.0)","(1442.0, 1690.0)",,,4201318,0.0,2,[4000],False,"(4200863, 44)",4201113,,,,,,,,,,,,,,,,,,,,,,,,,,4201113.0,,,,,,,,,,,,,,,,
NC_019973,Mesorhizobium australicum WSM2073,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium","(6200312.0, 631.0)",,,,6200534,0.0,0,"[252660, 1508530, 1005160]",False,"(15790, 16290)",16040,"(5525032, 5525532)",5525282.0,"(2782421, 2782921)",2782671.0,,,,,,,,,,,,,16040.0,5525282.0,2782671.0,,,,,,,29963.0,5521452.0,2789584.0,,,,,,17330.0,5596879.0,2839842.0,,,,,,
NC_017857,Methylophaga sp. JAM1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Methylophaga","(305525.0, 305769.0)",,,,3137100,0.0,0,[116760],False,"(311507, 312007)",311757,,,,,,,,,,,,,,,,,311757.0,,,,,,,,,310332.0,,,,,,,,316170.0,,,,,,,,
NC_017856,Methylophaga sp. JAM7 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Methylophaga","(1987698.0, 1988004.0)",,,,2697465,0.0,0,"[253590, 22810]",False,"(2000248, 2000748)",2000498,"(1491815, 1492315)",1492065.0,,,,,,,,,,,,,,,2000498.0,1492065.0,,,,,,,,1987059.0,1491019.0,,,,,,,1999738.0,1492160.0,,,,,,,
NC_019776,Cyanobacterium aponinum PCC 10605,"Bacteria, Cyanobacteria, Chroococcales, Cyanobacterium","(2371079.0, 2371347.0)",,,,4114099,0.0,0,"[130630, 577090, 879880, 183680]",True,"(1203647, 1204147)",1203897,"(2965575, 2966075)",2965825.0,"(3497098, 3497598)",3497348.0,"(1586236, 1586736)",1586486.0,,,,,,,,,,,1203897.0,2965825.0,3497348.0,1586486.0,,,,,,3013713.0,654211.0,258722.0,1586428.0,3483214.0,2160299.0,1199994.0,,3984003.0,1206526.0,2984859.0,1577244.0,3527208.0,,,,
NC_015321,Fluviicola taffensis DSM 16823 chromosome,"Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Cryomorphaceae, Fluviicola","(1757298.0, 1757958.0)",,,,4633577,0.0,3,[67490],False,"(1760966, 1761466)",1761216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761216.0,,,,,,,,
NC_005070,Synechococcus sp. WH 8102,"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(2434168.0, 173.0)",,,,2434428,0.0,3,[2470],False,"(323, 823)",573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.0,,,,,,,,
NC_015174,Planctomyces brasiliensis DSM 5305 chromosome,"Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Planctomyces","(1403786.0, 1404958.0)",,,,6006602,0.0,0,[162200],False,"(5997364, 5997864)",5997614,,,,,,,,,,,,,,,,,5997614.0,,,,,,,,,5998027.0,,,,,,,,1401299.0,6006137.0,812830.0,,,,,,
NC_018017,Desulfitobacterium dehalogenans ATCC 51507 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfitobacterium","(1939.0, 2192.0)","(215.0, 579.0)",,,4321753,0.0,0,[32930],False,"(1397, 1897)",1647,,,,,,,,,,,,,,,,,1647.0,,,,,,,,,3187.0,,,,,,,,1541.0,,,,,,,,
NZ_CP019640,"Planococcus maritimus strain Y42 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3718418.0, 3718896.0)","(1345.0, 1522.0)",,,3718896,0.0,0,[88520],False,"(4623, 5123)",4873,,,,,,,,,,,,,,,,,4873.0,,,,,,,,,960.0,,,,,,,,5386.0,,,,,,,,
NZ_CP012908,Ketogulonicigenium vulgare strain Hbe602,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales,Rhodobacteraceae, Ketogulonicigenium","(2765502.0, 281.0)",,,,2765686,0.0,0,[241630],False,"(2752548, 2753048)",2752798,,,,,,,,,,,,,,,,,2752798.0,,,,,,,,,2752780.0,114958.0,,,,,,,2764861.0,,,,,,,,
NZ_CP018820,"Sphingomonas koreensis strain ABOJV chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas","(736527.0, 736847.0)",,,,4508286,0.0,0,"[1345740, 28790, 326720]",True,"(64535, 65035)",64785,"(720200, 720700)",720450.0,"(1240673, 1241173)",1240923.0,,,,,,,,,,,,,64785.0,720450.0,1240923.0,,,,,,,64963.0,703795.0,2425920.0,1244496.0,,,,,4505961.0,720131.0,1243056.0,,,,,,
NC_021287,Burkholderia sp. RPE64 DNA,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(3013347.0, 353.0)",,,,3013410,0.0,0,"[767180, 159700]",False,"(9350, 9850)",9600,"(304434, 304934)",304684.0,,,,,,,,,,,,,,,9600.0,304684.0,,,,,,,,2909751.0,2684.0,,,,,,,10669.0,,,,,,,,
NZ_CP024610,"Lactobacillales bacterium strain NIBRBAC000499792 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, unclassified Lactobacillales (miscellaneous)","(275732.0, 275896.0)","(273878.0, 274354.0)",,,1548794,0.0,1,[704130],False,"(34952, 35452)",35202,,,,,,,,,,,,,,,,,,,,,,,,,,1548788.0,,,,,,,,291803.0,,,,,,,,
NZ_CP013481,"Pandoraea apista strain DSM 16535, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(74679.0, 76704.0)",,,,5493967,0.0,0,"[108300, 46580]",False,"(14313, 14813)",14563,"(982124, 982624)",982374.0,,,,,,,,,,,,,,,14563.0,982374.0,,,,,,,,15498.0,983260.0,,,,,,,10083.0,980931.0,,,,,,,
NC_018012,Thiocystis violascens DSM 198 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Thiocystis","(3124868.0, 3126845.0)",,,,5017071,0.0,0,"[962880, 373180, 581420, 38830, 953540]",False,"(2982203, 2982703)",2982453,"(4969469, 4969969)",4969719.0,"(29147, 29647)",29397.0,"(4873648, 4874148)",4873898.0,"(3922082, 3922582)",3922332.0,,,,,,,,,2982453.0,4969719.0,29397.0,4873898.0,3922332.0,,,,,2982453.0,29385.0,4969708.0,4864748.0,3903773.0,1639819.0,,,2984395.0,4816604.0,314.0,3922432.0,,,,,
NC_019940,Thioflavicoccus mobilis 8321 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Thioflavicoccus","(2215.0, 2383.0)",,,,4048921,0.0,0,"[9430, 357600]",False,"(82, 582)",332,"(404621, 405121)",404871.0,,,,,,,,,,,,,,,332.0,404871.0,,,,,,,,350.0,416292.0,,,,,,,4048798.0,398412.0,,,,,,,
NZ_CP013480,Pandoraea norimbergensis strain DSM 11628,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Pandoraea","(6166560.0, 6167370.0)",,,,6167370,0.0,0,[114220],False,"(6150822, 6151322)",6151072,,,,,,,,,,,,,,,,,6151072.0,,,,,,,,,6148779.0,,,,,,,,6154490.0,,,,,,,,
NC_015702,Parachlamydia acanthamoebae UV7,"Bacteria, Chlamydiae, Chlamydiales, Parachlamydiaceae, Parachlamydia","(1682.0, 2247.0)",,,,3072383,0.0,0,[24550],False,"(973, 1473)",1223,,,,,,,,,,,,,,,,,1223.0,,,,,,,,,3072376.0,,,,,,,,1222.0,,,,,,,,
NC_023018,Pandoraea sp. RB-44 genome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(2300109.0, 2300924.0)",,,,5385946,0.0,0,[111530],False,"(5370998, 5371498)",5371248,,,,,,,,,,,,,,,,,5371248.0,,,,,,,,,5369550.0,,,,,,,,5375126.0,,,,,,,,
NC_017033,Frateuria aurantia DSM 6220 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Frateuria","(3603240.0, 12.0)","(1399.0, 1656.0)",,,3603458,0.0,0,[8150],False,"(1392, 1892)",1642,,,,,,,,,,,,,,,,,1642.0,,,,,,,,,1629.0,,,,,,,,2036.0,,,,,,,,
NZ_CP010310,"Pandoraea pulmonicola strain DSM 16583, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(5866807.0, 5867621.0)",,,,5867621,0.0,0,[101610],False,"(5852030, 5852530)",5852280,,,,,,,,,,,,,,,,,5852280.0,,,,,,,,,5848011.0,,,,,,,,5853091.0,,,,,,,,
NC_021184,Desulfotomaculum gibsoniae DSM 7213,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum","(179.0, 551.0)",,,,4855529,0.0,0,[27050],False,"(1099, 1599)",1349,,,,,,,,,,,,,,,,,1349.0,,,,,,,,,4855522.0,,,,,,,,1347.0,,,,,,,,
NZ_LT906435,"Pandoraea sputorum strain NCTC13161 genome assembly, chromosome: 1.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(5666406.0, 5669268.0)",,,,5743123,0.0,0,[113780],False,"(5726593, 5727093)",5726843,,,,,,,,,,,,,,,,,5726843.0,,,,,,,,,5724436.0,,,,,,,,5730125.0,,,,,,,,
NC_014532,Halomonas elongata DSM 2581,"Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas","(4061010.0, 227.0)",,,,4061825,0.0,0,[41710],False,"(4038975, 4039475)",4039225,,,,,,,,,,,,,,,,,4039225.0,,,,,,,,,4039217.0,,,,,,,,4041303.0,,,,,,,,
NC_015567,Serratia sp. AS9 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia","(5410060.0, 5410440.0)",,,,5442880,0.0,0,[96300],False,"(5407200, 5407700)",5407450,,,,,,,,,,,,,,,,,5407450.0,,,,,,,,,5407693.0,,,,,,,,5412508.0,,,,,,,,
NC_014758,Calditerrivibrio nitroreducens DSM 19672 chromosome,"Bacteria, Deferribacteres, Deferribacterales, Deferribacteraceae","(2601.0, 2865.0)",,,,2157835,0.0,0,[186370],False,"(2152920, 2153420)",2153170,,,,,,,,,,,,,,,,,2153170.0,,,,,,,,,2150956.0,1921120.0,922361.0,,,,,,2440.0,,,,,,,,
NC_018515,Desulfosporosinus meridiei DSM 13257 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus","(1961.0, 2401.0)","(239.0, 598.0)",,,4873567,0.0,0,[38920],False,"(2851, 3351)",3101,,,,,,,,,,,,,,,,,3101.0,,,,,,,,,1991.0,,,,,,,,3937.0,,,,,,,,
NZ_CP020472,"Shewanella japonica strain KCTC 22435 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4975536.0, 306.0)",,,,4975677,0.0,0,[111410],False,"(4960384, 4960884)",4960634,,,,,,,,,,,,,,,,,4960634.0,,,,,,,,,4962913.0,,,,,,,,4957343.0,,,,,,,,
NC_016584,Desulfosporosinus orientis DSM 765 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus","(1879.0, 2139.0)","(159.0, 516.0)",,,5863081,0.0,0,[30920],False,"(2369, 2869)",2619,,,,,,,,,,,,,,,,,2619.0,,,,,,,,,1749.0,,,,,,,,3295.0,,,,,,,,
NC_017095,Fervidobacterium pennivorans DSM 9078 chromosome,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Fervidobacterium","(1705411.0, 1706321.0)",,,,2166381,0.0,1,[1273480],False,"(1644849, 1645349)",1645099,,,,,,,,,,,,,,,,,,,,,,,,,,1708755.0,315.0,1497234.0,,,,,,,,,,,,,,
NC_015682,Thermodesulfobacterium sp. OPB45 chromosome,"Bacteria, Thermodesulfobacteria, Thermodesulfobacteriales, Thermodesulfobacteriaceae, Thermodesulfobacterium","(284193.0, 284311.0)",,,,1634377,0.0,0,"[472830, 166810, 315230]",True,"(274668, 275168)",274918,"(428172, 428672)",428422.0,"(733127, 733627)",733377.0,,,,,,,,,,,,,274918.0,428422.0,733377.0,,,,,,,251350.0,411876.0,1588938.0,33487.0,568395.0,,,,274992.0,427637.0,,,,,,,
